age	F	A	E	B	H	C	D	I	G
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
443.20253	0.00834443771746695	0.000432343771746694	0.425162555323591	0.000512981906750174	0.0673114745998608	0.0424605553235908	0.175078938065414	0.00278866875434934	0.277908070981211
423.287228	0.0182241050800278	0.00127319972164231	0.164987089074461	0.000816414057063327	0.106752350730689	0.0906576889352818	0.502134663883089	0.00855910160055672	0.106595384829506
312.221103	0.0288687905358386	0.00205307933194154	0.0554301210855951	0.00132771329157968	0.0671180848990954	0.11629760125261	0.702574818371608	0.00411961586638831	0.022210173973556
241.109591	0.0218592727905359	0.000986531663187195	0.0804198594293667	0.00108038830897704	0.102243667362561	0.116997517049408	0.656305967988866	0.0027603437717467	0.0173464467640919
231.925807	0.00863468406402228	9.68496868475992e-05	0.0183444871259569	0.000129061934585943	0.0158102317327766	0.0957995594989561	0.859458141962422	0.000144876826722338	0.00158210925539318
223.324709	0.00606785177453027	1.75942936673625e-05	0.00561666249130133	9.65274878218511e-06	0.00578924634655532	0.087504969380654	0.894716488517745	2.63681280445371e-05	0.000251098121085595
214.336719	0.0210298051496173	0.00064803409881698	0.0247823493389005	0.000507852470424495	0.0270778204592902	0.120130556019485	0.800744572025052	0.000592400835073069	0.00448656854558107
210.098505	0.0500411029923451	0.00506257898399444	0.0420408935281837	0.00611515796798886	0.0430914425887265	0.171621093249826	0.668992840640223	0.00203275017397356	0.0110021468336813
173.943153	0.015560692414753	0.000121469032707028	0.0110606652748782	6.33312456506611e-05	0.00993352540013918	0.114974172581767	0.84746564091858	6.58107167710508e-05	0.000754677105080027
108.084884	0.0251453075852471	0.00114347668754349	0.0564977849686847	0.000955923451635351	0.0531415288796104	0.11765793249826	0.723566240779402	0.00211506750173974	0.0197767341684064
14.255496	0.00145819693806542	1.02435629784274e-06	0.00303714335421016	4.01530967292972e-06	0.00215350243562979	0.0678302094641615	0.925438972164232	4.88517745302714e-06	7.18643006263048e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
162.814085	0.0204900382741823	4.89986082115519e-05	0.00274542449547669	1.47299930410577e-05	0.00287945024356298	0.152913602644398	0.820819825330549	1.24697286012526e-05	7.53194154488517e-05
153.436673	0.0658196270006959	0.00100023521224774	0.00177083785664579	0.00126409394572025	0.0040024885177453	0.347066091162143	0.578913346555324	9.70501043841336e-05	6.62686151704941e-05
145.443138	0.0100616527487822	2.54599860821155e-05	0.004225248434238	8.09046624913014e-06	0.00498041684064022	0.098721301322199	0.881796974947808	2.6456506610995e-05	0.00015431732776618
134.994322	0.0196259373695198	0.000428886569241475	0.036684717466945	0.000328775922059847	0.0354948155880306	0.11537331802366	0.782688939457203	0.000845381350034795	0.00852919485038274
37.76286	0.00727422964509395	2.77905358385526e-05	0.00974370076548364	3.55789839944329e-05	0.00779023938761309	0.0986958580375783	0.875703109951288	5.33221990257481e-05	0.00067613987473904
0	0	0	0	0	0	0	0	0	0
16.966593	0.00221538761308281	2.34864300626304e-06	0.00409756437021572	6.94641614474599e-06	0.00298093041057759	0.0758084843423799	0.914750152400835	9.07585247042447e-06	0.00012896938065414
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
101.006396	0.02191648434238	0.0006075664578984	0.0416260354906054	0.000496514961725818	0.038912148921364	0.117670841336117	0.766825469728601	0.00109675991649269	0.0108482025052192
0	0	0	0	0	0	0	0	0	0
46.626399	0.0134495163535143	0.000125562282533055	0.0204960848990953	0.000128363952679193	0.0176894363256785	0.111495892136395	0.833502927627	0.000256244954766875	0.00285597912317328
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
136.426419	0.0365049888656925	0.000432764787752261	0.00954980514961726	0.000240815588030619	0.0148146652748782	0.167605336812804	0.769642745998608	0.000346613778705637	0.000862272790535838
131.581035	0.0724519345859428	0.00182876896311761	0.00891206193458594	0.00194740570633264	0.0205682094641614	0.259772315240084	0.632316979123173	0.000940851078636047	0.00126145024356298
102.879188	0.00545145441892833	1.44279749478079e-05	0.00620498677800974	1.46402226861517e-05	0.00509325052192067	0.0886469575504524	0.894278692414752	2.11537926235211e-05	0.000274372303409882
69.008341	0.00342213082811413	5.9471120389701e-06	0.00401044815588031	7.13709116214335e-06	0.00333074947807933	0.0757966687543493	0.913302768963117	8.98469032707027e-06	0.000115055671537926
66.213274	0.00573892275574112	1.51350034794711e-05	0.0065571503131524	1.62630480167014e-05	0.00525672651356994	0.0916077599164927	0.890469512178149	2.39269311064717e-05	0.000314553931802366
39.136841	0.000637621433542102	2.78357689631176e-07	0.00119603270702853	1.11203897007656e-06	0.000857667362560892	0.0496306478775227	0.947665519832985	7.29993041057762e-07	1.03312456506611e-05
37.083744	0.000238538622129436	4.17536534446764e-09	0.000184780097425191	1.53096729297147e-08	0.000125095337508699	0.0439217091162143	0.955529356297842	6.26304801670146e-09	2.99930410577592e-07
36.5492	0.00168871537926235	1.32219902574808e-06	0.00230127696590118	3.17258176757134e-06	0.00160749060542798	0.0686030772442588	0.925750767571329	2.63465553235908e-06	4.14189283228949e-05
22.931649	0.00012801530967293	1.39178844815588e-09	0.00021253583855254	5.14961725817675e-08	0.000138157272094642	0.0359303583855254	0.963590382741824	4.17536534446764e-09	2.47738343771746e-07
21.96655	0.000209767571329158	1.39178844815588e-09	0.00021919624217119	4.87125956854558e-09	0.000152651356993737	0.0419612630480167	0.957456289491998	1.67014613778705e-08	6.85455810716772e-07
21.706766	0.00210794154488518	2.21851078636047e-06	0.0036576791927627	5.99304105775922e-06	0.00264508837856646	0.0733398295059151	0.918131419624217	7.1141266527488e-06	0.000102533750869868
10.058586	9.40243562978428e-05	0	0.000294508698677801	3.20111343075852e-08	0.000185508002783577	0.0291344578983994	0.970290579679889	2.01809324982602e-08	6.22825330549756e-07
6.941392	0.000199649965205289	9.74251913709115e-09	0.000837612386917189	2.50521920668058e-07	0.000547118302018093	0.036581267223382	0.961827912317328	3.69519832985386e-07	5.66040361864996e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5.421642	9.28357689631177e-05	0	0.000529792623521225	3.89700765483646e-08	0.000339357689631176	0.0278151823242867	0.971220245650661	1.42658315935978e-07	2.27418232428671e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
12.742411	0.000378336116910229	7.44606819763395e-08	0.000878518441196939	4.43980514961725e-07	0.000584265135699374	0.045605369519833	0.952546304105776	3.86917188587334e-07	6.13430758524704e-06
9.016882	0.000429917188587335	9.25539318023659e-08	0.00134924495476688	8.9004871259569e-07	0.000903922755741127	0.0472026318719554	0.95009776270007	9.51983298538624e-07	1.45490605427975e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
11.794809	0.000897734864300626	3.95963813500347e-07	0.00217965483646486	2.16771050800279e-06	0.00150671816283925	0.0591213576896312	0.936251860821155	2.50661099512874e-06	3.74759916492693e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
26.128485	0.00141940570633264	8.5664578983995e-07	0.00184257480862909	2.06750173973557e-06	0.00131446903270703	0.0659193173277662	0.929472736256089	1.71398747390397e-06	2.67919276270007e-05
6.800995	0.000187659707724426	8.35073068893527e-09	0.000806689631176061	2.15031315240083e-07	0.000526016701461377	0.0358058274182324	0.962667828114126	3.45163535142658e-07	5.24008350730689e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
21.437442	0.00298591162143354	4.32150313152401e-06	0.00489321433542101	9.89491997216422e-06	0.00362170076548365	0.0811451370911622	0.907144956158664	1.30577592205984e-05	0.000181713987473904
0	0	0	0	0	0	0	0	0	0
4.955736	6.96360473208073e-05	0	0.000447741127348643	2.22686151704941e-08	0.000285029227557411	0.0249769324982603	0.974218800278357	1.00904662491301e-07	1.5963813500348e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
29.700965	0.00276418232428671	4.04662491301321e-06	0.00454036743215031	8.88308977035489e-06	0.00336508141962422	0.0772600640222686	0.911891876130828	1.11899791231732e-05	0.000154197633959638
0	0	0	0	0	0	0	0	0	0
18.538944	6.10041753653444e-05	0	7.08608211551844e-05	0	4.72999304105775e-05	0.0318388997912317	0.967981796102992	0	2.64439805149617e-08
18.475904	0.00032210229645094	4.31454418928322e-08	0.000593572720946416	2.14335421016005e-07	0.000384261656228253	0.0437325059151008	0.954964139178845	1.59359777313848e-07	2.85316631871956e-06
13.072701	0.00046150173973556	1.15518441196938e-07	0.0011004363256785	7.1746694502436e-07	0.00073624913013222	0.0478065302713988	0.9498841565762	6.10299234516355e-07	9.60681976339596e-06
0	0	0	0	0	0	0	0	0	0
8.261324	0.000251734864300626	2.01809324982602e-08	0.000949307585247042	3.91788448155879e-07	0.000624146137787057	0.0394674029227557	0.958699164231036	4.71816283924843e-07	7.25678496868476e-06
1.578084	5.30271398747391e-07	0	3.16771050800279e-05	0	1.91363952679193e-05	0.00315121851078636	0.996797374391092	0	0
0	0	0	0	0	0	0	0	0	0
0.57708	7.65483646485734e-09	0	6.74878218510786e-06	0	3.99304105775922e-06	0.000729760612386917	0.999259368823939	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
12.930724	0.000514548364648573	1.46137787056367e-07	0.00135893806541406	9.72860125260967e-07	0.00091525260960334	0.0489000897703549	0.948294343771747	9.54766875434936e-07	1.47132915796799e-05
6.564795	2.6972860125261e-05	0	0.000142450243562978	6.95894224077939e-10	8.92428670842032e-05	0.0192730835073069	0.980467994432845	2.08768267223382e-09	7.37647877522616e-08
0	0	0	0	0	0	0	0	0	0
5.554224	0.000100200417536534	0	0.000554232428670842	4.5233124565066e-08	0.000355619345859429	0.0286111224773834	0.97037596868476	1.52400835073069e-07	2.4954766875435e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
52.613421	0.0106491259568545	7.20062630480167e-05	0.0152265184411969	7.81503131524008e-05	0.0127257529575505	0.106019757132916	0.853499199721641	0.00013592832289492	0.00159355601948504
0	0	0	0	0	0	0	0	0	0
24.723421	0.000530448155880306	2.99234516353514e-08	0.000473492693110648	2.50521920668058e-08	0.000355679888656924	0.0517606555323591	0.946875508698679	2.0250521920668e-07	3.8107167710508e-06
24.583453	0.00388472581767571	7.40292275574114e-06	0.0059475086986778	1.42366040361865e-05	0.00448824634655532	0.0863346450939458	0.899038810020878	1.94864300626303e-05	0.000264945024356298
6.487177	0.000162485734168407	3.4794711203897e-09	0.000739366040361865	1.43354210160055e-07	0.000480188587334725	0.0340465462769659	0.96456635073069	2.81141266527487e-07	4.41266527487821e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
10.218307	0.00060988935281837	1.80236604036186e-07	0.00168917814892136	1.34029227557412e-06	0.00114749756437021	0.0526585330549757	0.943869119693805	1.49338900487126e-06	2.27077244258873e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
93.070518	0.00780066109951287	4.80090466249131e-05	0.0125976604036186	5.56534446764092e-05	0.0107072498260264	0.0952905114822546	0.872450525400139	8.33952679192761e-05	0.000966316631871955
81.785942	0.00483892971468337	1.56409185803758e-05	0.00704908837856645	1.86047320807237e-05	0.00592642310368825	0.0829376945024357	0.898868183716076	2.64286708420319e-05	0.000318963117606124
76.620559	0.00580978496868476	2.30835073068894e-05	0.00832474599860821	2.95434933890049e-05	0.00675376896311761	0.0892155184411969	0.889368088378566	3.57418232428671e-05	0.000439671537926235
68.034394	0.00398510368823939	6.96590118302019e-06	0.00407143423799583	8.56437021572721e-06	0.00310649826026444	0.0838119812108559	0.904879695894224	8.44467640918577e-06	0.000121164231036882
56.28031	0.00383435908141962	5.77453027139877e-06	0.0038722630480167	6.19485038274183e-06	0.00306581558803062	0.0820773054975644	0.907012059151009	8.45233124565064e-06	0.000117637439109255
48.100509	0.0115517125956855	8.47487821851079e-05	0.0165615782881002	8.98413361169102e-05	0.0139686214335421	0.108286512178149	0.847405215031315	0.000162977035490605	0.00188878288100209
14.561378	0.000692776617954071	2.54001391788448e-07	0.001769375782881	1.49895615866389e-06	0.00121076270006959	0.0535959819067503	0.942702862212943	1.64578983994433e-06	2.473208072373e-05
6.952984	1.96102992345163e-06	0	1.05991649269311e-05	0	6.34098816979819e-06	0.00970520320111343	0.990275800278358	0	0
6.791878	6.96207376478777e-05	0	0.000355979819067502	2.01809324982602e-08	0.000225925539318024	0.0249933799582464	0.974353907446069	5.42797494780792e-08	9.49895615866389e-07
4.003577	3.44745998608212e-05	0	0.000299297146833682	3.4794711203897e-09	0.000188084203201113	0.0190214801670146	0.980455791231732	2.71398747390396e-08	6.4857341684064e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4.991013	7.12609603340293e-05	0	0.000453761308281141	2.2964509394572e-08	0.000288988865692415	0.0251939311064718	0.973990171189979	1.02296450939457e-07	1.63674321503132e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
37.106643	0.00273832985386222	3.01461377870562e-06	0.00297432915796799	4.37439109255394e-06	0.00225632567849687	0.0765014544189284	0.915447805845511	4.72999304105777e-06	6.95128740431454e-05
13.797539	0.00134414544189283	8.75434933890057e-07	0.00286960055671538	3.61029923451636e-06	0.00202541266527488	0.066324617954071	0.927362899791232	4.35699373695199e-06	6.42936673625609e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
31.410227	0.00641951496172581	2.12435629784273e-05	0.00918792275574112	3.09046624913013e-05	0.00725418023660404	0.0967034258872651	0.879721601948504	4.78997912317328e-05	0.00061326791927627
7.280555	0.000230413361169102	1.39178844815588e-08	0.000914283924843424	3.4098816979819e-07	0.00059976270006959	0.0384245852470424	0.959823292275574	4.41196938065414e-07	6.73208072372999e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
48.116911	0.0065797167710508	2.16840640222687e-05	0.00833205010438414	2.25866388308977e-05	0.00699030201809325	0.0935109464161448	0.884006660403619	4.02616562282533e-05	0.000495789144050104
38.55822	0.0104733681280445	6.56840640222687e-05	0.0154525929018789	7.63820459290188e-05	0.0129199826026444	0.106954981210856	0.85224856506611	0.000142210160055671	0.00166621224773834
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
122.022071	0.210975395267919	0.0747530960334028	0.0154741851078636	0.0784679053583855	0.0487792171189979	0.336646751565762	0.192946004175365	0.0326743618649965	0.00928307724425887
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5.061708	7.45601948503828e-05	0	0.000465887961029924	2.50521920668058e-08	0.000296993041057759	0.0256278329853862	0.973532750173974	1.05080027835769e-07	1.72651356993737e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
140.288256	0.216572013917884	0.0825631656228253	0.00181225678496868	0.133177068197634	0.0124256750173974	0.455242774530271	0.0890898524704246	0.00821897773138483	0.000898286012526096
108.277297	0.124129258176757	0.254952741823243	1.77453027139875e-07	0.505332897703549	0.000144518441196938	0.113272939457202	5.08789144050105e-05	0.0021133556019485	3.11273486430062e-06
106.327572	0.133920110647182	0.257255307585247	6.2115518441197e-06	0.474566328462074	0.000726318719554628	0.128164835768963	0.000319325678496869	0.00500376130828114	3.77418232428671e-05
76.952794	0.0403638719554628	0.170266613778706	0	0.706480465553236	4.01544885177453e-05	0.0825992581767572	7.61099512874043e-06	0.000241812108559499	1.70494084899095e-07
67.301968	0.0398775170494085	0.15761439039666	0	0.717845034794712	6.03382045929019e-05	0.0843133750869868	1.1017397355602e-05	0.000277852470424495	3.82741823242866e-07
58.727878	0.0411088990953375	0.161649402922756	0	0.714597369519833	3.47898399443285e-05	0.0823926200417536	6.53931802366041e-06	0.000210175365344468	1.29436325678497e-07
45.697257	0.10524777592206	0.23474053862213	2.85873347251218e-06	0.536749745302714	0.000570227557411274	0.120019993736952	0.000177528183716075	0.00246515796798887	2.60793319415449e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
52.1211	0.0451583472512178	0.173904388308977	0	0.698110302018094	3.68232428670842e-05	0.0825367014613778	6.79540709812108e-06	0.000246420320111343	1.40570633263744e-07
46.430911	0.0698777244258873	0.200708343075852	1.39178844815588e-08	0.627337671537926	0.00011830549756437	0.101243970772443	2.87627000695895e-05	0.000683484342379959	1.57063326374391e-06
39.993095	0.0882460946416145	0.218387608907446	1.57689631176062e-06	0.57558141684064	0.000467878218510786	0.115428340292275	0.000127635351426583	0.0017413235908142	1.80786360473208e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
34.036944	0.0349230222686151	0.226784127348643	0	0.669519292971469	1.12073764787752e-05	0.0686318462073765	1.59359777313849e-06	0.000128885873347251	0
24.442239	0.0515172066805846	0.505230671537926	0	0.382070633263744	1.3312456506611e-06	0.0610967320807238	2.50521920668058e-07	8.31370911621433e-05	0
21.697086	0.123472940153097	0.61694388308977	0	0.194876286012526	2.55810716771051e-06	0.0639758830897704	6.88239387613086e-07	0.000727688239387613	0
20.745624	0.0889697369519834	0.342301574808629	6.26304801670145e-09	0.472996979123173	9.47098121085595e-05	0.0942661795407098	1.73201113430759e-05	0.00135214892136395	1.24286708420321e-06
1.663457	0.00453537995824635	0.733439352122478	0	0.254360816979819	2.15031315240083e-07	0.00764234237995826	0	2.18643006263048e-05	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
22.170565	0.0325524405010438	0.252941764091858	0	0.636269657620041	7.13430758524705e-06	0.0781181029923452	1.28740431454419e-06	0.000109567153792624	0
18.821689	0.0209914474599861	0.107967867780098	9.04662491301321e-09	0.787915203897007	0.00013712456506611	0.0827898169798191	1.6723729993041e-05	0.000179999304105776	1.74391092553932e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
16.139197	0.107983338204593	0.547287565762004	0	0.253382492693111	2.79032707028532e-05	0.0897951691022965	7.7223382045929e-06	0.00151550661099513	1.51704940848991e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
30.793263	0.0313905170494085	0.135061855254001	2.78357689631176e-09	0.745247445372304	0.000109659707724426	0.0878993903966598	1.86471816283925e-05	0.00027121503131524	1.14265831593598e-06
0	0	0	0	0	0	0	0	0	0
21.486397	0.0284858482950591	0.126583399443285	2.08768267223382e-08	0.755191709812109	0.000172670842032011	0.0892612491301321	2.45045233124565e-05	0.000277761308281141	2.75086986778009e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
47.009319	0.0469079881697982	0.187120294363257	0	0.685146391092554	6.17689631176061e-05	0.0804353910925539	1.01565762004175e-05	0.000317550452331245	3.54906054279749e-07
43.504083	0.054017139874739	0.216051287404315	6.95894224077939e-10	0.646004076548364	9.93625608907444e-05	0.0832683910925541	1.64314544189283e-05	0.000542219206680585	9.60334029227562e-07
36.595177	0.0413385755045233	0.257724331941545	0	0.634242583159359	1.03688239387613e-05	0.0665668315935978	1.43562978427279e-06	0.000115804453723034	0
33.816972	0.0721729763395964	0.412948100208768	0	0.447634569241476	8.4620737647878e-07	0.0671499707724426	1.25260960334029e-07	9.33674321503132e-05	0
33.595394	0.062016061934586	0.293965194154489	0	0.564308358385525	1.69478079331942e-05	0.0793685678496868	3.62560890744607e-06	0.000321146137787057	6.26304801670145e-09
30.658986	0.0747965247042449	0.323304400139179	0	0.501991499652053	3.21210855949896e-05	0.0993260661099513	8.92414752957552e-06	0.000540297842727905	1.42658315935977e-07
24.258388	0.151203569241475	0.481701183716076	5.56715379262351e-09	0.255954608907446	6.67258176757133e-05	0.108014126652749	2.63883089770355e-05	0.00303249060542798	8.27418232428674e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
12.568032	0.00280607863604732	0.036602195546277	0	0.913761435629784	2.97640918580376e-05	0.0467857237299931	1.63187195546277e-06	1.3044537230341e-05	7.23729993041056e-08
7.082003	0.00127685525400139	0.0240011057759221	0	0.938786145441893	2.17327766179541e-05	0.0359079777313848	6.64578983994433e-07	5.39248434237996e-06	2.15727209464161e-08
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
14.224402	0.0222897536534447	0.344847849686848	0	0.5436786144746	7.63326374391093e-06	0.0890079311064718	8.9700765483647e-07	0.000167212247738344	0
0	0	0	0	0	0	0	0	0	0
11.705276	0.00102574599860821	0.021180068197634	0	0.944466693806541	1.51468336812804e-05	0.0333078336812804	4.9965205288796e-07	3.85873347251219e-06	0
8.773447	0.000819938761308281	0.0187839986082115	0	0.949323224773833	1.53194154488518e-05	0.0310538844815588	3.99443284620737e-07	3.10995128740432e-06	0
0	0	0	0	0	0	0	0	0	0
4.778317	0.000176398051496172	0.00831143006263048	0	0.974214358385526	6.72372999304106e-06	0.0172904112734864	1.39178844815588e-08	5.44189283228948e-07	0
1.565766	5.67432150313152e-06	0.00139941196938066	0	0.994695089074459	1.05567153792624e-06	0.00389872720946416	0	1.39178844815588e-09	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
21.663998	0.15036726026444	0.521189551148225	0	0.231426281837161	4.31983298538623e-05	0.0939621217814892	1.49860821155184e-05	0.00299613291579679	4.02226861517049e-07
2.315611	0.0010969798190675	0.141336121781489	0	0.851096240083508	1.29157967988866e-06	0.00646439596381349	0	4.90814196242172e-06	0
0	0	0	0	0	0	0	0	0	0
0.833006	0.00125562352122477	0.742930709116213	0	0.253539473903967	6.95894224077939e-09	0.0022685866388309	0	5.48434237995825e-06	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
