age	F	A	E	B	H	C	D	I	G
25.54879	0.0410859547668754	0.152521631871956	9.46416144745997e-08	0.708311224773835	0.000231244954766876	0.0973255629784273	3.9678496868476e-05	0.00047962978427279	4.78148921363952e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
65.109044	0.0733825386221294	0.263959678496869	6.95894224077939e-09	0.56153643006263	0.000106531663187196	0.100073032707029	2.92296450939457e-05	0.000911001391788448	1.35212247738344e-06
51.23641	0.0480847821851079	0.39196772164231	0	0.428576809324983	9.37787056367431e-06	0.131107430758525	2.94780793319416e-06	0.000250869867780097	0
40.666974	0.263370691022964	0.632373248434238	0	0.042958276270007	3.75574112734864e-06	0.0587098121085595	4.99791231732777e-06	0.00257912456506611	2.78357689631176e-09
0	0	0	0	0	0	0	0	0	0
36.87206	0.24422395059151	0.649143567849687	0	0.0476747633959638	5.90118302018094e-07	0.0574279832985386	7.91231732776621e-07	0.00152825260960334	0
14.609662	0.136877482950591	0.485521750869868	0	0.199253819763396	9.04175365344467e-06	0.177870835768963	1.17014613778706e-05	0.000455284620737648	2.08768267223382e-09
7.754422	0.364052638135004	0.489050723034099	0	0.0217878308977036	3.89700765483646e-08	0.124992996520529	5.99860821155187e-07	0.000115035490605428	0
2.604063	0.01594832289492	0.982971426583159	0	0.000755523312456507	0	0.000184050104384134	0	0.0001406791927627	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5.657295	0.319169404314544	0.108749527487822	0	0.0742981781489214	5.49060542797494e-07	0.497760764091858	7.54836464857341e-06	1.3972860125261e-05	0
2.160478	1.73221990257481e-05	0.00248313709116214	0	0.991061517049409	1.9213639526792e-06	0.00643605288796103	0	9.74251913709116e-09	0
0	0	0	0	0	0	0	0	0	0
0.117614	0	8.17258176757133e-06	0	0.999963878914401	0	2.7883785664579e-05	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.385785	3.52122477383438e-06	0.00110138691718859	0	0.99574865553236	8.14196242171194e-07	0.00314553723034099	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
36.504579	0.276283827418233	0.597630794711204	0	0.0508771050800278	1.72797494780793e-05	0.0672896798886569	1.69777313848295e-05	0.00788416979819067	1.01600556715379e-07
20.604825	0.148206867084203	0.820688233124565	0	0.0115383423799582	4.44676409185803e-07	0.0179363173277662	3.94572025052191e-07	0.00162929297146834	0
7.903871	0.0832130076548365	0.904434270702853	0	0.00617571468336813	9.25539318023659e-08	0.00510104523312456	1.39178844815588e-09	0.00107574947807933	0
0	0	0	0	0	0	0	0	0	0
0.883022	0.00213990953375087	0.997754933194155	0	8.5589422407794e-05	0	3.2776617954071e-06	0	1.62226861517049e-05	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
14.077511	0.115081070285317	0.865105199025748	0	0.00815182393876131	1.88587334725121e-07	0.010414611691023	8.07237299930409e-08	0.00124688656924147	0
4.206268	0.0357505643702158	0.960980714683368	0	0.00198263674321503	6.95894224077939e-10	0.000924688935281838	0	0.00036133959638135	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
7.856489	0.0888852546972859	0.897266008350731	0	0.00683778983994433	1.23869171885873e-07	0.00582389004871259	4.87125956854558e-09	0.00118682393876131	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
47.198496	0.00347807585247042	0.0425817292971468	0	0.920707058455115	3.33333333333333e-07	0.0332314300626305	0	1.27974947807934e-06	0
47.148014	0.0121045142658316	0.0848661837160752	0	0.83811868058455	4.20292275574113e-05	0.0647941106471817	4.78983994432846e-06	6.95024356297842e-05	1.53096729297147e-07
42.04426	0.00922717188587334	0.0716969088378566	0	0.865840860125262	6.66457898399444e-06	0.0532103952679193	6.16562282533056e-07	1.73277661795407e-05	0
37.963962	0.0623248406402227	0.187282581767571	3.54906054279749e-07	0.642400040361865	0.000290416840640223	0.106695198329854	6.86645789839944e-05	0.000930298538622129	7.46276965901184e-06
0	0	0	0	0	0	0	0	0	0
14.333508	0.0105138629088379	0.074774155184412	0	0.845522615170495	8.3848990953375e-05	0.0690264495476688	7.3340292275574e-06	7.09902574808629e-05	6.55532359081421e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
39.138537	0.0225384258872651	0.113681356297843	2.78357689631176e-09	0.779882070981212	0.000119318719554628	0.0835599394572023	1.73528183716075e-05	0.000200144050104384	1.29297146833682e-06
28.340621	0.00555903757828809	0.0542687961029923	0	0.886432989561587	2.79659011830202e-05	0.0536836276965901	2.36882393876131e-06	2.5098121085595e-05	5.98469032707027e-08
24.451342	0.00692219902574809	0.0600726555323591	0	0.876350768267224	2.29478079331942e-05	0.0566031412665275	2.08072372999304e-06	2.61183020180933e-05	3.82741823242866e-08
12.930777	0.00226444119693806	0.0325732686151705	0	0.922100404314544	2.1741127348643e-05	0.0430295789839945	1.12386917188587e-06	9.34098816979819e-06	2.08768267223382e-08
0	0	0	0	0	0	0	0	0	0
9.10695	0.00283215100904663	0.0368735817675713	0	0.913475233820459	3.55045233124565e-05	0.046767857341684	1.66179540709812e-06	1.38274182324287e-05	1.05775922059847e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
20.060986	0.0243806270006959	0.116763711203897	1.25260960334029e-08	0.772523878914405	0.000153344467640919	0.0859338093249827	2.01315240083507e-05	0.000222167710508003	2.16979819067502e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
11.425128	0.00558046764091858	0.0531797306889353	0	0.883536582463466	5.48315935977731e-05	0.0576127459986082	3.58246346555323e-06	3.16951983298539e-05	2.72790535838552e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
10.255177	0.000861496868475991	0.0192429812108559	0	0.948306962421713	1.42595685455811e-05	0.0315705942936673	4.13361169102295e-07	3.17884481558804e-06	0
7.097756	0.000572821155184412	0.0155059478079332	0	0.956621449547669	1.28072372999304e-05	0.0272845407098121	2.63743910925539e-07	2.05775922059847e-06	0
2.96988	6.24077940153097e-05	0.0048377341684064	0	0.983890209464162	3.85455810716772e-06	0.0112055671537926	0	8.0027835768963e-08	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
26.771575	0.0323192720946416	0.135243489909534	2.50521920668058e-08	0.739861769659013	0.000176285316631872	0.0920346339596381	2.8633959638135e-05	0.000332908837856646	2.86778009742519e-06
0	0	0	0	0	0	0	0	0	0
8.853141	0.00259527348643006	0.0351753716075156	0	0.916703688935281	3.35963813500348e-05	0.0454779401530967	1.51774530271399e-06	1.24613778705637e-05	9.39457202505217e-08
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
43.551253	0.0677036555323591	0.194152383437718	6.15170494084899e-07	0.62738270842032	0.00034104940848991	0.109235064718163	8.32066805845511e-05	0.0010912658315936	9.98956158663883e-06
16.834713	0.00282925052192067	0.0365301962421712	0	0.913057485734169	2.89144050104384e-05	0.0475395539318023	1.66597077244259e-06	1.28399443284621e-05	6.61099512874042e-08
7.249519	0.000206167014613779	0.00874892832289492	0	0.972157009046625	5.03897007654836e-06	0.018882195546277	2.08768267223382e-08	5.08002783576895e-07	0
5.69778	0.000620925539318024	0.0163040584551148	0	0.955264569241475	1.41447459986082e-05	0.0277935741127349	2.76965901183019e-07	2.30062630480168e-06	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
9.815305	0.00143537230340988	0.0254044231036882	0	0.935373990953375	2.1070981210856e-05	0.0377582741823243	7.89144050104386e-07	5.98886569241475e-06	1.53096729297147e-08
0	0	0	0	0	0	0	0	0	0
4.881673	0.000366182324286708	0.0123015330549756	0	0.964500118302018	1.04091858037578e-05	0.0228202498260264	1.25260960334029e-07	1.28322894919972e-06	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
3.196256	8.15636743215031e-05	0.00556507028531663	0	0.981815457202505	4.46346555323591e-06	0.0125331370911621	0	1.36395267919276e-07	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
38.333966	0.00569187404314544	0.0469735337508699	0	0.899094779401531	6.79540709812109e-06	0.0482241127348642	6.31176061238692e-07	8.21363952679194e-06	0
34.360767	0.0103194467640919	0.0426221621433542	0	0.881653612386917	1.83437717466946e-06	0.0653995080027836	3.1384829505915e-07	2.96311760612387e-06	0
34.110328	0.0317394634655532	0.0752168977035492	0	0.76660594084899	3.00222686151705e-05	0.126343301322199	1.41169102296451e-05	5.01099512874044e-05	7.16771050800277e-08
0	0	0	0	0	0	0	0	0	0
31.692863	0.0496241217814892	0.0767233604732081	0	0.679485949199722	1.31677105080028e-05	0.194091198329854	1.8597773138483e-05	4.36005567153793e-05	2.08768267223382e-09
22.688252	0.117348986082116	0.0559659485038274	1.07237299930411e-06	0.322092259568546	9.50361864996522e-05	0.503671451635351	0.000733610299234517	9.05400139178845e-05	1.00695894224079e-06
11.580664	0.000464543493389005	0.0136850306193459	0	0.960892082115518	9.93110647181628e-06	0.0249465699373695	2.2964509394572e-07	1.51774530271399e-06	0
9.635975	0.000318907446068197	0.00977538830897704	0	0.96821382533055	2.11343075852471e-06	0.0216893124565066	5.56715379262351e-09	2.75574112734864e-07	0
9.214792	0.0025431155184412	0.0320473959638135	0	0.916663175365345	3.0356993736952e-05	0.0487034231036882	2.14613778705637e-06	1.02540013917884e-05	7.65483646485733e-08
1.531611	4.92345163535143e-06	7.1633959638135e-05	0	0.947255742519137	0	0.0526676527487822	0	0	0
0	0	0	0	0	0	0	0	0	0
1.503073	0.00048901530967293	0.000773755741127348	0	0.657585260264439	6.39526791927627e-07	0.341150319415448	9.45024356297845e-07	6.95894224077939e-10	0
0.074523	3.65274878218511e-06	3.62560890744606e-07	0	0.0808469331941545	0	0.919148951287404	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
27.981069	0.0490296263048017	0.166467514961726	1.98329853862213e-07	0.682206561586638	0.000268355601948504	0.101338016005567	5.07459986082116e-05	0.000632457898399443	6.34864300626305e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
21.674359	0.0290418315935978	0.127852387613083	2.2964509394572e-08	0.752938069589422	0.000175274182324287	0.0896786958942241	2.51148225469728e-05	0.000285661795407098	2.82393876130828e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
35.295221	0.0599068308977036	0.183260799582463	4.0848990953375e-07	0.64958364091858	0.000310536534446764	0.10598740848991	6.84077940153097e-05	0.000873432846207377	8.40501043841336e-06
3.890397	0.000165247042449548	0.00806844815588031	0	0.975037313848296	6.61586638830897e-06	0.0167217696590118	6.95894224077939e-09	4.98956158663882e-07	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
5.101462	0.000426144050104384	0.01333616144746	0	0.962055881002087	1.13597773138483e-05	0.0241686624913013	1.69798190675017e-07	1.5142658315936e-06	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
65.014969	0.00663449895615866	2.86374391092554e-05	0.00952336047320807	3.55302713987474e-05	0.00776568684759916	0.0931283263743913	0.882238372303411	4.87167710508002e-05	0.00059682602644398
52.906733	0.00300264300626305	3.94432846207375e-06	0.00334693806541406	4.6624913013222e-06	0.00275314892136395	0.0738447814892136	0.916949807933194	6.58246346555325e-06	8.73764787752262e-05
50.381856	0.00608318093249826	2.01287404314545e-05	0.00777557411273486	2.43507306889353e-05	0.00623726165622826	0.0923923702157272	0.887019000695893	3.2562978427279e-05	0.000415564370215727
39.467244	0.00539289352818371	1.42372999304106e-05	0.00673102853166319	1.9428670842032e-05	0.0051941301322199	0.0918488086290884	0.890444192066806	2.45400139178844e-05	0.000330706332637439
22.999348	0.0027306764091858	3.66109951287404e-06	0.00443162908837857	8.49895615866389e-06	0.00325682254697286	0.0786968162839248	0.910711979819068	1.05901183020181e-05	0.000149208768267223
9.308065	0.000155206680584551	3.4794711203897e-09	0.000516624913013222	9.25539318023659e-08	0.000333931106471817	0.03391332289492	0.965078400835073	1.30828114126653e-07	2.13082811412665e-06
0	0	0	0	0	0	0	0	0	0
6.359146	0.000152851078636047	2.78357689631176e-09	0.000712628392484343	1.25260960334029e-07	0.000462068893528184	0.0333185887265136	0.965349192066806	2.65135699373695e-07	4.10647181628393e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
10.193359	0.000468699373695199	1.12038970076548e-07	0.00138583507306889	9.51983298538628e-07	0.000930293667362562	0.0483000006958942	0.948897715379262	1e-06	1.53576896311761e-05
0	0	0	0	0	0	0	0	0	0
1.985821	2.90883785664578e-06	0	7.75796798886569e-05	0	4.73597773138483e-05	0.00668249269311065	0.993189576200417	0	8.35073068893527e-09
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
159.91457	0.0208105511482255	0.000638036882393875	0.0437365810716771	0.000583464857341684	0.0400754954766875	0.116587748086291	0.765392011134307	0.00110641405706333	0.0110696757132916
118.82316	0.00584480167014614	1.52887961029924e-05	0.00734836116910229	9.11691022964509e-06	0.00751158246346556	0.0853882317327767	0.89341455184412	3.90487125956858e-05	0.00042890953375087
95.1904	0.0183825963813501	0.000344791231732776	0.031406906750174	0.000297569241475296	0.0285487620041754	0.115511977731385	0.798706920668059	0.000597646485734168	0.00620283785664579
0	0	0	0	0	0	0	0	0	0
55.109836	0.00640469241475296	1.92651356993737e-05	0.00824702226861517	1.57466945024356e-05	0.00741127000695894	0.088925447459986	0.888379864300626	4.68956158663885e-05	0.000549739735560195
50.173248	0.0146467647877523	0.000159272790535839	0.022786469032707	0.000156301322199026	0.0198958267223382	0.112923327070285	0.825617448851774	0.000319596381350035	0.00349494015309673
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
112.657904	0.0145496965901183	0.000205608211551844	0.0276777954070981	0.000153448155880306	0.0269505254001392	0.107058432150313	0.817897633263744	0.000489801670146138	0.00501706610995129
0	0	0	0	0	0	0	0	0	0
98.447583	0.0221582491301322	0.000615236604036186	0.0409454272790536	0.000501894919972164	0.0379698552540014	0.117967647877523	0.768106970076548	0.00107923382045929	0.0106554335421016
16.288049	0.000709392484342379	2.42867084203201e-07	0.00130706471816284	1.0918580375783e-06	0.000894192066805846	0.0550754933890049	0.941998169798191	8.4899095337509e-07	1.34293667362561e-05
11.927047	0.000924458594293668	4.17536534446763e-07	0.00222298747390397	2.25330549756438e-06	0.00153883785664579	0.0596301155184411	0.935639220598469	2.59846903270703e-06	3.89763395963814e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
28.627941	0.00649911134307585	2.17265135699374e-05	0.00972307376478775	3.29979123173278e-05	0.00771755741127349	0.0975244147529575	0.877740704940849	5.41976339596381e-05	0.000686187891440501
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
10.329739	0.0310949944328462	0.00382714961725818	8.63834377174669e-05	0.0677536555323591	0.00529119276270007	0.817711697286013	0.074023214335421	0.000162963117606124	4.86597077244259e-05
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
104.276099	0.0253242665274878	0.00120394919972164	0.0585294648573417	0.00101482324286708	0.0551090229645094	0.117427578983994	0.717925526791927	0.00227955462769659	0.0211857967988866
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
209.937392	0.0144909603340292	0.000233915100904663	0.0264116019485038	0.000234288796102992	0.0230612185107863	0.110308386917189	0.820829415448852	0.000380019485038274	0.00405020598469033
185.550324	0.00308822407794015	1.49478079331942e-06	0.00087740779401531	1.78148921363952e-07	0.000942346555323591	0.0641824384133612	0.930897352818371	9.47807933194156e-07	9.38552540013918e-06
183.802396	0.0152224488517745	0.00015219276270007	0.0118639304105776	6.33430758524705e-05	0.0112192720946416	0.107277448851775	0.853116491997217	9.84829505915101e-05	0.000986379262352122
161.413486	0.0182817056367432	5.35511482254697e-05	0.00367394015309673	1.17912317327766e-05	0.00411954210160055	0.10902875782881	0.864696453723034	2.1661099512874e-05	0.000112514961725818
148.930624	0.00560692066805844	1.48496868475992e-05	0.0060925692414753	1.55080027835769e-05	0.00500625887265136	0.0901545080027836	0.892824569241476	2.00438413361168e-05	0.000264725817675713
135.823668	0.00706639248434237	2.47056367432151e-05	0.00922127348643006	1.49652052887961e-05	0.00901023451635352	0.0901776388308978	0.883757663883091	5.8775922059847e-05	0.00066829853862213
112.540303	0.0113427202505219	7.91781489213641e-05	0.0162831844119694	5.60925539318023e-05	0.0156289039665971	0.104465288100209	0.850141345859429	0.000166665970772442	0.0018365692414753
80.36768	0.00880391162143354	4.74871259568546e-05	0.0131440285316632	3.25664578983994e-05	0.0125330034794711	0.0932445393180237	0.870741333333333	0.000122097425191371	0.00133096590118302
75.190081	0.0182785817675713	0.000314113430758524	0.0299250208768267	0.000271685455810717	0.0269144572025052	0.115921743215031	0.802011312456506	0.000556270006958942	0.00580680654140571
27.060537	0.00370433611691023	6.74808629088379e-06	0.00545351635351427	1.26388308977035e-05	0.00409521781489214	0.0846800521920669	0.901809338204593	1.61565762004175e-05	0.000221988169798191
0	0	0	0	0	0	0	0	0	0
12.377263	0.000593197633959639	1.83716075156576e-07	0.00145964578983994	1.13709116214336e-06	0.000985677105080028	0.0515796005567154	0.945362424495477	1.09951287404315e-06	1.692832289492e-05
0	0	0	0	0	0	0	0	0	0
5.285561	8.56256089074461e-05	0	0.000505209464161447	3.27070285316631e-08	0.000323021572720946	0.0269926402226862	0.972091145441893	1.3152400835073e-07	2.0598469032707e-06
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0.744792	4.03618649965205e-08	0	1.12825330549756e-05	0	6.73347251217814e-06	0.00117994432846207	0.998801965901183	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
91.184339	0.0237359853862213	0.000867695198329854	0.0500925421016006	0.000730118997912317	0.0468685525400139	0.117879394572025	0.742452110647182	0.00164990048712596	0.0157236604036186
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
128.24313	0.0221986527487822	0.000715839248434238	0.0453477446068197	0.000620981906750174	0.041680857341684	0.117468902574809	0.75818144328462	0.0012791301322199	0.0125064279749478
72.973524	0.00242351983298539	2.30897703549059e-06	0.00230357828810021	3.05149617258178e-06	0.00176374530271399	0.0721513340292276	0.921308121085595	2.81628392484342e-06	4.14119693806541e-05
69.123553	0.0055055956854558	1.43166318719555e-05	0.00627082393876131	1.56840640222686e-05	0.00502106750173974	0.0905205365344468	0.892347617954071	2.14453723034098e-05	0.000282848990953375
53.101807	0.00211193041057759	1.77453027139875e-06	0.00202461656228253	2.55462769659013e-06	0.00152220876826722	0.0698875594989562	0.92441535908142	2.10577592205985e-06	3.1767571329158e-05
49.807446	0.00430193458594294	8.7759220598469e-06	0.00504829505915101	1.24495476687543e-05	0.00379579749478079	0.0862675859429366	0.900362993736951	1.34070981210856e-05	0.000188670146137787
36.25607	0.00199122686151705	1.78705636743215e-06	0.00237299512874043	3.54697286012527e-06	0.00169752818371608	0.0710994572025052	0.922787876130828	2.76617954070981e-06	4.26791927627001e-05
29.038916	0.00179935003479471	1.41823242867084e-06	0.00232975991649269	2.99582463465554e-06	0.00171737230340988	0.0691587807933195	0.924945708420321	2.79540709812109e-06	4.1661099512874e-05
24.923271	0.00317799582463466	4.89144050104385e-06	0.0047827863604732	1.00521920668058e-05	0.00354820320111343	0.0816985490605428	0.906593123869172	1.22999304105776e-05	0.000172033402922756
0	0	0	0	0	0	0	0	0	0
11.36473	0.00061355462769659	1.89283228949199e-07	0.00163234933890049	1.2874043145442e-06	0.00110713848295059	0.0524485692414753	0.94417420737648	1.38552540013918e-06	2.11830201809325e-05
2.5373	7.07446068197635e-06	0	0.000124850382741823	0	7.68510786360473e-05	0.00986489352818374	0.989926151009047	6.95894224077939e-10	4.10577592205984e-08
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
17.503751	0.00238061169102297	2.71189979123172e-06	0.00432076339596381	7.62769659011831e-06	0.00315843423799582	0.0772178844815588	0.912758681280445	1.01370911621433e-05	0.000143000695894224
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
24.632149	0.00245052052887961	2.97286012526095e-06	0.00393125887265135	7.06750173973556e-06	0.00287120668058455	0.0759662045929018	0.914645373695199	8.19206680584549e-06	0.000117000695894224
13.622587	0.000405224077940153	9.39457202505218e-08	0.00110952748782185	6.77800974251918e-07	0.000742435629784273	0.0449028267223381	0.952828691022966	6.35351426583162e-07	9.76757132915796e-06
0	0	0	0	0	0	0	0	0	0
8.794704	5.91454418928324e-05	0	0.000281209464161447	1.46137787056367e-08	0.000179142658315936	0.023553469032707	0.975926210160056	1.53096729297147e-08	5.58107167710507e-07
0	0	0	0	0	0	0	0	0	0
7.111344	4.78183716075156e-05	0	0.000283447459986082	7.65483646485733e-09	0.000178957550452331	0.0215059986082116	0.977982981210856	1.67014613778705e-08	5.71329157967988e-07
0.517321	2.08768267223382e-09	0	5.39526791927627e-06	0	3.16701461377871e-06	0.000592616562282533	0.999398643702157	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
4.830778	1.98865692414753e-05	0	0.000173831593597773	0	0.00010814683368128	0.0153291266527488	0.9843686506611	2.78357689631176e-09	1.39874739039666e-07
0	0	0	0	0	0	0	0	0	0
2.97899	1.24933890048713e-05	0	0.000170127348643006	0	0.000105391092553932	0.0125643521224774	0.987147318719555	2.78357689631176e-09	1.30828114126652e-07
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
26.975362	0.00583651009046625	1.71990257480863e-05	0.00884010925539317	2.77877522616562e-05	0.00694416979819067	0.0953374530271397	0.882380807933194	4.44759916492694e-05	0.000571441196938065
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
47.17256	0.0136385671537926	0.000130476687543493	0.0208463340292275	0.00013244537230341	0.0180254585942936	0.111734803061935	0.832276703549061	0.0002654711203897	0.00294972860125261
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
45.709901	0.000927306193458594	3.2080723729993e-07	0.000750140570633264	6.23521224773836e-07	0.000820318719554628	0.0589697780097425	0.93852569032707	6.40222686151708e-07	5.0661099512874e-06
40.426809	0.00411889839944329	3.67849686847598e-06	0.00124323242867084	2.85316631871956e-06	0.00856349060542797	0.0888844766875435	0.897110514265832	3.25170494084899e-05	4.02644398051496e-05
30.058101	0.00707681419624217	2.62435629784273e-05	0.0105057125956855	3.79575504523312e-05	0.00841034098816979	0.0992471628392484	0.873835953375088	6.36666666666666e-05	0.000796146137787057
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
35.543834	0.0209897954070981	0.000115133611691023	0.00264598121085595	3.3714683368128e-05	0.0886446200417536	0.149385286012526	0.735244160751565	0.00211268267223382	0.000828618649965205
12.978896	0.100474607515658	0.0154556715379262	0.00153820041753653	0.00273500139178845	0.367089803757829	0.14424882533055	0.0806304495476688	0.283552521224774	0.00427486012526096
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
34.660675	0.00893502992345164	4.47661795407098e-05	0.013127503131524	5.67738343771746e-05	0.0107751259568546	0.103890339596381	0.861849134307586	0.000101233124565066	0.00122002505219207
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
38.588738	0.00168715100904663	1.56715379262352e-06	0.00241132985386221	3.58315935977733e-06	0.00177855949895616	0.0659112261656228	0.928161805149617	2.9116214335421e-06	4.17174669450243e-05
34.468714	0.00121854070981211	4.98956158663882e-07	0.00119992832289492	8.76130828114133e-07	0.000903586638830897	0.0615046235212248	0.935158081419625	8.2533054975644e-07	1.29213639526792e-05
33.237117	0.003308624217119	4.80236604036188e-06	0.00391618302018093	7.9053583855254e-06	0.00288858524704245	0.0820467153792623	0.907704094641614	7.83228949199724e-06	0.000115105080027836
18.347904	0.00264925956854558	3.36951983298538e-06	0.0046796965901183	8.82393876130828e-06	0.00344618023660404	0.0793305254001392	0.909703072372999	1.19714683368128e-05	0.000167025052192067
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
17.547499	0.00239427139874739	2.75017397355601e-06	0.00433911899791232	7.68684759916493e-06	0.00317310090466249	0.0773303799582463	0.912598144745998	1.0223382045929e-05	0.000144181628392484
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
120.355531	0.00213850521920668	1.57967988865692e-06	0.00176643702157272	1.70146137787057e-06	0.00146443006263048	0.0682687522616562	0.926332514265831	1.71120389700766e-06	2.43187195546277e-05
117.618305	0.00549277731384829	1.38796102992345e-05	0.00600694919972164	1.26492693110647e-05	0.00514848364648573	0.0887976311760613	0.894255882393876	1.97515657620041e-05	0.000251935281837161
105.807567	0.00726956784968685	3.75358385525401e-05	0.0107550410577592	4.05198329853862e-05	0.00914759568545581	0.0934405915100905	0.878515610995128	6.20904662491301e-05	0.000731413361169102
29.676497	0.00692244467640918	2.49805149617259e-05	0.0102952574808629	3.6580375782881e-05	0.00822341475295755	0.0988019686847599	0.874868458594294	6.10410577592206e-05	0.000765827418232429
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
96.082107	0.00620552400835073	2.96304801670146e-05	0.00983397425191371	3.96235212247738e-05	0.00803451078636047	0.0904023562978427	0.884799041057759	5.0446068197634e-05	0.00060486012526096
85.690106	0.00219833402922756	1.76061238691719e-06	0.00218092136395268	1.84968684759917e-06	0.00177778844815588	0.0693054676409186	0.924491659707724	2.83368128044537e-06	3.92950591510091e-05
77.535282	0.00350301252609603	9.4613778705637e-06	0.00579405636743214	1.57926235212248e-05	0.00461154488517745	0.0767140389700765	0.909123490605429	1.71496172581767e-05	0.000211377870563674
71.442423	0.00152815448851775	5.02435629784272e-07	0.00119205080027836	2.12943632567849e-07	0.00105398469032707	0.0601740793319416	0.936030720946417	1.32011134307585e-06	1.87954070981211e-05
71.386231	0.01574051565762	0.000197174669450244	0.0239027828810021	0.000171489909533751	0.0213288030619346	0.11329820598469	0.821302989561587	0.00034323382045929	0.00371485107863605
38.241447	0.0103502874043145	6.37940153096729e-05	0.0152604954766876	7.46659707724425e-05	0.0127413020180933	0.106730748086291	0.853013246346556	0.000138542101600556	0.00162688587334725
