age	F	A	J	K	E	B	H	C	D	I	G
1.930733	0	0	0	0	0	0	1	0	0	0	0
1.662804	0.0270579361277445	0.0141385389221557	0.0789294790419162	0.0654984311377246	0.102670185628743	0.00964696606786427	0.321662017964072	0.0493764331337326	0.0038736367265469	0.0409003473053893	0.286246007984032
1.276801	0.0364057624750499	0.0233971816367266	0.0874094650698603	0.0755130179640718	0.118297898203593	0.0188453872255489	0.264816938123752	0.058162121756487	0.0145117085828343	0.0420637265469062	0.260576784431138
0	0	0	0	0	0	0	0	0	0	0	0
0.672057	0.0231687405189621	0.00782193612774451	0.0862807005988024	0.0710617644710579	0.187990916167665	0.00462643313373254	0.19810572255489	0.0473641077844311	0.00831216566866268	0.0295849780439121	0.335682570858284
0.374338	0.0163463592814371	0.00391413572854292	0.0770105928143713	0.0639490938123752	0.242545930139721	0.00225795808383234	0.0747966147704591	0.0417577584830339	0.00132079840319361	0.0226773512974052	0.453423383233533
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.031917	0.0111471357285429	0.00013858882235529	0.0557718223552894	0.0445769760479042	0.579990644710579	8.62554890219561e-05	0.000890604790419162	0.0248239461077845	0.0342609680638723	0.00145457085828343	0.2468584750499
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.391821	0.0451335169660679	0.0238318323353294	0.092852864271457	0.0861291896207585	0.0980821177644711	0.0144278602794411	0.264122536926148	0.0630402854291417	0.00674020558882235	0.0656247045908183	0.240014896207585
0.733957	0.0113667345309381	0.00207924151696607	0.0577736906187625	0.047459754491018	0.0819213453093813	0.00118831736526946	0.461120479041916	0.0309907365269461	0.00104088023952096	0.0119932155688623	0.293065610778443
0	0	0	0	0	0	0	0	0	0	0	0
0.525274	0.00393611776447106	0.000134616766467066	0.036278251497006	0.0281097644710579	0.0462215189620758	5.98862275449102e-05	0.613158003992016	0.016294373253493	6.52854291417166e-05	0.00358721357285429	0.252155035928144
0.384733	0.00690424351297405	0.000612710578842314	0.0453958642714571	0.0368198642714571	0.0541190698602795	0.000295191616766467	0.564444592814372	0.022948499001996	0.000280043912175648	0.00698850898203592	0.261191381237525
0	0	0	0	0	0	0	0	0	0	0	0
0.266724	0.00736007984031936	0.000747768463073852	0.044008003992016	0.0371214630738523	0.0485836546906187	0.000372566866267465	0.592405642714571	0.0231924071856288	0.000379526946107784	0.00723788423153693	0.238591017964072
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.465468	0.00781251497005988	0.000726654690618762	0.0482017944111776	0.0410374151696607	0.0912476766467066	0.000390518962075848	0.51636298003992	0.0238915728542914	0.000783632734530938	0.00694041716566866	0.262604768463074
0	0	0	0	0	0	0	0	0	0	0	0
0.381855	0.00837422155688622	0.000236319361277446	0.0443826866267466	0.0416202954091816	0.104710972055888	9.87724550898203e-05	0.56683031736527	0.022014245508982	0.00556845508982036	0.0037622874251497	0.202401339321358
0.28363	0.0238278942115769	0.00154816766467066	0.0723576826347306	0.0658415469061876	0.334751522954092	0.000488860279441118	0.116899347305389	0.046771738522954	0.223775864271457	0.00745211377245508	0.106285295409182
0	0	0	0	0	0	0	0	0	0	0	0
0.184736	0.0297223672654691	0.00177477045908184	0.0812645728542915	0.0782492934131737	0.281162335329341	0.00074901996007984	0.256855031936128	0.0477361057884232	0.0580515129740518	0.00770379840319361	0.156731175648702
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.311878	0.00275215369261477	7.04371257485031e-05	0.023454129740519	0.0191563592814371	0.0212836387225549	4.18582834331337e-05	0.78084026746507	0.0101961337325349	4.84131736526946e-05	0.00192589021956088	0.140230734530938
0.072955	0.00198030139720559	2.70379241516966e-05	0.0130089500998004	0.0111643393213573	0.00525615169660678	1.80259481037924e-05	0.902875670658683	0.00626012175648702	2.2502994011976e-05	0.00106346107784431	0.0583234411177645
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.274691	0.00261765868263473	1.73912175648703e-05	0.0237837904191617	0.0206944071856287	0.0374424111776447	8.02994011976048e-06	0.770512548902196	0.00928998003992016	8.42774451097804e-05	0.00129380239520958	0.134255714570858
0.186561	0.00527362075848303	0.000310700598802395	0.0342557784431138	0.0290879820359281	0.0290095788423154	0.000156862275449102	0.695523409181636	0.0175918582834331	0.000172754491017964	0.00445199001996007	0.184165471057884
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.25816	0.0087440618762475	0.000102347305389222	0.0463549381237525	0.0449466546906188	0.140155580838323	4.02455089820359e-05	0.553856283433134	0.0219468343313373	0.00603201197604791	0.00266033333333333	0.175160724550898
0.212739	0.0222820279441118	0.000729397205588823	0.0698582794411177	0.0639002095808384	0.374835952095809	0.000200139720558882	0.089889882235529	0.0442507205588822	0.248484648702595	0.00459708183632735	0.0809716487025947
0	0	0	0	0	0	0	0	0	0	0	0
