1100	0100	0110	0010	0011	1110	0001	0000	1000	1010	1101
0.004294	0.014619	0.066800	0.004223	0.159376	0.012934	0.534720	0.165559	0.005953	0.003031	0.028492
0.018452	0.028216	0.101157	0.021754	0.144804	0.038553	0.238101	0.345895	0.013932	0.013629	0.035507
0.010279	0.009053	0.062717	0.014337	0.317228	0.031350	0.326848	0.182994	0.009575	0.011002	0.024617
0.017275	0.039922	0.068239	0.005682	0.542772	0.048509	0.155488	0.072341	0.010019	0.005292	0.034462
0.003517	0.000311	0.018147	0.001432	0.148687	0.007129	0.796847	0.003713	0.000243	0.011586	0.008387
0.000317	0.000096	0.016556	0.000435	0.143076	0.001908	0.806806	0.001768	0.000118	0.016754	0.012164
0.002443	0.000566	0.044658	0.008275	0.149384	0.004154	0.737509	0.012961	0.000853	0.031926	0.007271
0.004256	0.001865	0.089978	0.030964	0.377587	0.011039	0.360594	0.043582	0.003604	0.046662	0.029868
0.016200	0.003674	0.055432	0.303379	0.088452	0.017545	0.426237	0.011830	0.004060	0.047659	0.025532
0.015395	0.004983	0.035798	0.232792	0.046890	0.016764	0.496457	0.007578	0.004840	0.021778	0.116725
0.030001	0.011169	0.038904	0.191361	0.044707	0.019939	0.354782	0.006427	0.007177	0.023900	0.271632
0.011489	0.009088	0.047442	0.105767	0.109225	0.004293	0.463341	0.008880	0.000726	0.020384	0.219366
0.002297	0.000996	0.020315	0.036554	0.057762	0.002176	0.822810	0.003453	0.000273	0.006783	0.046582
0.001104	0.000384	0.013011	0.017999	0.045103	0.000597	0.895330	0.001685	0.000351	0.000390	0.024047
0.011974	0.006814	0.079982	0.088659	0.052617	0.002335	0.474802	0.016265	0.000790	0.008380	0.257383
0.007813	0.010190	0.086843	0.014105	0.281927	0.001485	0.123808	0.340285	0.001026	0.055949	0.076568
0.008275	0.011593	0.082075	0.008362	0.290006	0.000980	0.108321	0.362298	0.000983	0.066524	0.060583
0.016507	0.020905	0.082777	0.013596	0.284246	0.007180	0.063152	0.384747	0.001915	0.080457	0.044520
