Abies_alba	A
Abies_balsamea	A
Abies_homolepis	A
Abies_magnifica	B
Abies_nordmanniana	B
Abies_religiosa	A
Acacia_mangium	C
Acanthus_ilicifolius	D
Acer_macrophyllum	D
Acer_platanoides	D
Acer_pseudoplatanus	D
Achillea_millefolium	D
Acianthus_exsertus	B
Aegiceras_corniculatum	D
Aegopodium_podagraria	D
Afrocarpus_falcatus	D
Afzelia_africana	B
Agarista_salicifolia	B
Agrostis_capillaris	D
Agrostis_scabra	D
Agrostis_stolonifera	D
Ajuga_reptans	D
Allisonia_cockaynii	E
Allium_ampeloprasum	D
Allium_cepa	D
Allium_fistulosum	D
Alnus_acuminata	B
Alnus_alnobetula	B
Alnus_cordata	B
Alnus_glutinosa	F
Alnus_incana	F
Alnus_nitida	A
Alnus_rubra	B
Alzatea_verticillata	D
Ammophila_arenaria	D
Ammophila_breviligulata	D
Anacamptis_laxiflora	B
Anacamptis_morio	A
Anagallis_arvensis	D
Andromeda_polifolia	A
Andropogon_gerardii	D
Anemone_patens	D
Aneura_maxima	B
Aneura_mirabilis	B
Aneura_pinguis	B
Anisoptera_costata	B
Anogramma_leptophylla	E
Antennaria_dioica	D
Anthoceros_agrestis	E
Anthoceros_fusiformis	G
Anthoceros_lamellatus	E
Anthoceros_laminiferus	E
Anthoceros_punctatus	E
Anthoxanthum_odoratum	D
Aphyllorchis_montana	A
Arachis_hypogaea	D
Araucaria_angustifolia	D
Arbutus_unedo	A
Arctostaphylos_uva_ursi	A
Aristida_adscensionis	D
Arnica_montana	D
Arrhenatherum_elatius	D
Artemisia_frigida	D
Artemisia_ludoviciana	D
Artemisia_vulgaris	D
Arthrocnemum_macrostachyum	D
Arum_italicum	D
Arum_maculatum	D
Arundina_graminifolia	B
Asparagus_officinalis	D
Aster_tripolium	D
Athyrium_yokoscense	D
Austrobaileya_scandens	D
Austrocedrus_chilensis	D
Austrofossombronia_australis	D
Avena_barbata	D
Avicennia_officinalis	D
Barbilophozia_barbata	B
Barbilophozia_hatcheri	B
Barbilophozia_lycopodioides	B
Betula_alleghaniensis	A
Betula_papyrifera	A
Betula_pendula	A
Betula_platyphylla	A
Betula_pubescens	A
Bistorta_vivipara	F
Blasia_pusilla	H
Boscia_foetida	D
Botrychium_virginianum	D
Bouteloua_gracilis	D
Brachypodium_pinnatum	D
Brassica_napus	D
Briza_media	D
Brodiaea_coronaria	D
Bromus_erectus	D
Bromus_tectorum	D
Bucegia_romanica	H
Burmannia_capitata	D
Cajanus_cajan	D
Calamagrostis_arundinacea	D
Callicarpa_americana	D
Calluna_vulgaris	F
Caltha_palustris	D
Calypogeia_fissa	I
Calypogeia_muelleriana	A
Camellia_japonica	D
Campanula_punctata	D
Caragana_korshinskii	D
Cardamine_pratensis	D
Carduus_tenuiflorus	D
Carya_illinoinensis	A
Castanea_dentata	A
Castanea_mollissima	A
Castanea_sativa	B
Castanopsis_fargesii	A
Casuarina_equisetifolia	F
Cecropia_obtusa	D
Cedrela_odorata	D
Cedrus_atlantica	B
Cedrus_deodara	A
Cenchrus_ciliaris	D
Centaurea_jacea	D
Cephalanthera_damasonium	A
Cephalanthera_erecta	B
Cephalanthera_falcata	B
Cephalanthera_longibracteata	B
Cephalanthera_longifolia	F
Cephalanthera_rubra	A
Cephalozia_bicuspidata	I
Cephaloziella_varians	I
Cercocarpus_ledifolius	A
Chamaecyparis_obtusa	D
Chamerion_angustifolium	D
Chimaphila_umbellata	A
Cinchona_officinalis	D
Cinnamomum_bejolghota	B
Citrullus_colocynthis	D
Citrus_maxima	C
Clematis_vitalba	D
Clintonia_borealis	D
Cneorum_tricoccon	D
Coffea_arabica	D
Comarostaphylis_arbutoides	A
Commelina_benghalensis	D
Conocephalum_conicum	D
Convallaria_majalis	D
Conyza_canadensis	D
Corallorhiza_trifida	B
Cornus_suecica	D
Corycium_carnosum	B
Corylus_avellana	A
Corylus_colurna	B
Crataegus_monogyna	D
Cremastra_appendiculata	B
Cymbidium_ensifolium	B
Cymbidium_floribundum	B
Cymbidium_goeringii	B
Cymbidium_lancifolium	B
Cymbidium_macrorhizon	B
Cymbidium_sinense	B
Cymbopogon_nardus	D
Cynara_cardunculus	D
Cynosurus_cristatus	D
Cynosurus_echinatus	D
Cypripedium_acaule	B
Cypripedium_arietinum	B
Cypripedium_calceolus	B
Cypripedium_californicum	C
Cypripedium_candidum	B
Cypripedium_debile	B
Cypripedium_fasciculatum	B
Cypripedium_flavum	B
Cypripedium_formosanum	B
Cypripedium_guttatum	B
Cypripedium_japonicum	B
Cypripedium_montanum	B
Cypripedium_parviflorum	C
Cypripedium_reginae	B
Cypripedium_tibeticum	B
Dacrycarpus_dacrydioides	D
Dactylis_glomerata	D
Daucus_carota	D
Delonix_regia	D
Dendrobium_catenatum	B
Dendrobium_chrysanthum	B
Dendrobium_crumenatum	B
Dendrobium_fimbriatum	B
Dendrobium_nobile	B
Dendroceros_crispus	H
Dendroceros_validus	H
Dendrolycopodium_dendroideum	H
Dichrostachys_cinerea	D
Dicksonia_squarrosa	D
Dicorynia_guianensis	D
Dimocarpus_longan	C
Dioscorea_rotundata	D
Diphasiastrum_alpinum	F
Diplophyllum_albicans	B
Diplophyllum_obtusifolium	B
Diplopterygium_glaucum	D
Dipterocarpus_tuberculatus	B
Disa_bracteata	B
Disperis_capensis	B
Dodonaea_viscosa	D
Dryas_integrifolia	A
Dryas_octopetala	A
Dysphania_ambrosioides	D
Elephantopus_scaber	D
Empetrum_nigrum	A
Enkianthus_campanulatus	D
Enkianthus_cernuus	D
Enkianthus_nudipes	D
Enkianthus_perulatus	D
Enkianthus_sikokianus	D
Enkianthus_subsessilis	D
Eperua_falcata	D
Eperua_grandiflora	D
Ephedra_fragilis	D
Epidendrum_rhopalostele	B
Epilobium_ciliatum	D
Epipactis_albensis	A
Epipactis_atrorubens	A
Epipactis_dunensis	A
Epipactis_helleborine	A
Epipactis_palustris	A
Epipactis_purpurata	A
Equisetum_fluviatile	H
Erica_carnea	I
Erica_ciliaris	B
Erica_cinerea	A
Erica_vagans	B
Eriochilus_cucullatus	B
Erythranthe_guttata	D
Eucalyptus_camaldulensis	B
Eucalyptus_globulus	B
Eucalyptus_gunnii	A
Eucalyptus_marginata	B
Eucalyptus_nitens	A
Excoecaria_agallocha	D
Exormotheca_pustulosa	H
Fagopyrum_esculentum	D
Fagopyrum_tataricum	D
Fagus_grandifolia	B
Fagus_sylvatica	A
Faramea_occidentalis	D
Festuca_idahoensis	D
Festuca_ovina	D
Festuca_pratensis	D
Festuca_rubra	D
Festuca_rupicola	D
Folioceros_fuciformis	D
Folioceros_glandulosus	D
Fossombronia_angulosa	D
Fragaria_vesca	D
Fraxinus_excelsior	D
Galium_album	D
Galium_aparine	D
Gaultheria_procumbens	B
Gaultheria_shallon	A
Genista_cinerea	D
Geothallus_tuberosus	H
Geranium_pratense	D
Geum_rivale	D
