Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
617	0.291734	87	0.000000	296	0.956081	0.693943	617	0.291734	0.463000	0.406649	
628	0.273885	83	0.000000	289	0.989619	0.693943	628	0.273885	0.458000	0.407299	
590	0.267797	81	0.024691	329	0.993921	0.693943	590	0.267797	0.487000	0.408295	
613	0.272431	91	0.021978	296	0.986486	0.693943	613	0.272431	0.461000	0.408946	
559	0.232558	110	0.009091	331	0.990937	0.693943	559	0.232558	0.459000	0.409556	
538	0.278810	124	0.016129	338	0.976331	0.693943	538	0.278810	0.482000	0.410429	
686	0.295918	112	0.035714	202	0.995050	0.693943	686	0.295918	0.408000	0.410400	
662	0.285498	101	0.039604	237	0.995781	0.693943	662	0.285498	0.429000	0.410619	
458	0.218341	96	0.020833	446	0.984305	0.693943	458	0.218341	0.541000	0.412135	
530	0.252830	111	0.018018	359	0.994429	0.693943	530	0.252830	0.493000	0.413064	
590	0.247458	89	0.022472	321	0.990654	0.693943	590	0.247458	0.466000	0.413666	
614	0.298046	86	0.011628	300	0.993333	0.693943	614	0.298046	0.482000	0.414434	
611	0.327332	100	0.030000	289	0.986159	0.693943	611	0.327332	0.488000	0.415251	
723	0.265560	142	0.000000	135	0.985185	0.693943	723	0.265560	0.325000	0.414259	
732	0.293716	116	0.043103	152	0.953947	0.693943	732	0.293716	0.365000	0.413724	
730	0.313699	111	0.009009	159	0.974843	0.693943	730	0.313699	0.385000	0.413415	
728	0.277473	111	0.054054	161	0.956522	0.693943	728	0.277473	0.362000	0.412868	
544	0.226103	94	0.000000	362	0.933702	0.693943	544	0.226103	0.461000	0.413375	
592	0.256757	84	0.011905	324	0.953704	0.693943	592	0.256757	0.462000	0.413881	
595	0.332773	89	0.022472	316	0.958861	0.693943	595	0.332773	0.503000	0.414800	
609	0.330049	94	0.021277	297	0.979798	0.693943	609	0.330049	0.494000	0.415608	
627	0.331738	91	0.000000	282	0.975177	0.693943	627	0.331738	0.483000	0.416289	
653	0.264931	98	0.020408	249	0.959839	0.693943	653	0.264931	0.414000	0.416266	
597	0.321608	117	0.008547	286	0.982517	0.693943	597	0.321608	0.474000	0.416837	
622	0.252412	117	0.000000	261	0.934866	0.693943	622	0.252412	0.401000	0.416682	
637	0.284144	101	0.000000	262	0.954198	0.693943	637	0.284144	0.431000	0.416821	
635	0.262992	102	0.000000	263	0.973384	0.693943	635	0.262992	0.423000	0.416881	
613	0.261011	142	0.007042	245	0.967347	0.693943	613	0.261011	0.398000	0.416701	
635	0.256693	145	0.006897	220	0.922727	0.693943	635	0.256693	0.367000	0.416232	
622	0.231511	126	0.015873	252	0.932540	0.693943	622	0.231511	0.381000	0.415903	
721	0.248266	111	0.045045	168	0.922619	0.693943	721	0.248266	0.339000	0.415191	
713	0.234222	128	0.023438	159	0.930818	0.693943	713	0.234222	0.318000	0.414299	
689	0.229318	121	0.033058	190	0.963158	0.693943	689	0.229318	0.345000	0.413669	
687	0.211063	119	0.000000	194	0.958763	0.693943	687	0.211063	0.331000	0.412924	
673	0.245171	109	0.009174	218	0.958716	0.693943	673	0.245171	0.375000	0.412586	
695	0.297842	116	0.034483	189	0.925926	0.693943	695	0.297842	0.386000	0.412350	
727	0.277854	103	0.058252	170	0.952941	0.693943	727	0.277854	0.370000	0.411979	
625	0.299200	111	0.036036	264	0.886364	0.693943	625	0.299200	0.425000	0.412092	
619	0.268174	95	0.021053	286	0.933566	0.693943	619	0.268174	0.435000	0.412290	
639	0.294210	102	0.000000	259	0.969112	0.693943	639	0.294210	0.439000	0.412518	
631	0.294770	110	0.000000	259	0.957529	0.693943	631	0.294770	0.434000	0.412700	
636	0.278302	102	0.009804	262	0.965649	0.693943	636	0.278302	0.431000	0.412854	
611	0.240589	106	0.037736	283	0.989399	0.693943	611	0.240589	0.431000	0.413005	
622	0.258842	139	0.007194	239	1.000000	0.693943	622	0.258842	0.401000	0.412906	
598	0.307692	102	0.000000	300	0.983333	0.693943	598	0.307692	0.479000	0.413447	
598	0.312709	100	0.000000	302	1.000000	0.693943	598	0.312709	0.489000	0.414062	
602	0.300664	78	0.025641	320	0.987500	0.693943	602	0.300664	0.499000	0.414747	
664	0.278614	95	0.010526	241	0.987552	0.693943	664	0.278614	0.424000	0.414821	
645	0.280620	119	0.000000	236	0.987288	0.693943	645	0.280620	0.414000	0.414814	
660	0.287879	113	0.000000	227	0.995595	0.693943	660	0.287879	0.416000	0.414824	
668	0.257485	123	0.032520	209	0.990431	0.693943	668	0.257485	0.383000	0.414575	
618	0.244337	122	0.016393	260	0.969231	0.693943	618	0.244337	0.405000	0.414501	
609	0.284072	117	0.000000	274	0.974453	0.693943	609	0.284072	0.440000	0.414697	
663	0.295626	110	0.018182	227	0.964758	0.693943	663	0.295626	0.417000	0.414714	
647	0.199382	119	0.016807	234	0.948718	0.693943	647	0.199382	0.353000	0.414247	
634	0.525237	156	0.032051	210	0.957143	0.360583	634	0.525237	0.539000	0.415185	
672	0.485119	112	0.035714	216	0.949074	0.391165	672	0.485119	0.535000	0.416079	
665	0.300752	125	0.008000	210	0.957143	0.547265	665	0.300752	0.402000	0.415975	
687	0.374090	106	0.028302	207	0.951691	0.547265	687	0.374090	0.457000	0.416276	
618	0.291262	109	0.027523	273	0.923077	0.547265	618	0.291262	0.435000	0.416413	
590	0.391525	116	0.034483	294	0.918367	0.547265	590	0.391525	0.505000	0.417055	
588	0.307823	108	0.018519	304	0.950658	0.547265	588	0.307823	0.472000	0.417450	
593	0.344013	89	0.011236	318	0.918239	0.547265	593	0.344013	0.497000	0.418018	
562	0.382562	110	0.045455	328	0.929878	0.547265	562	0.382562	0.525000	0.418777	
695	0.343885	118	0.050847	187	0.903743	0.547265	695	0.343885	0.414000	0.418744	
700	0.362857	77	0.012987	223	0.919283	0.547265	700	0.362857	0.460000	0.419032	
701	0.326676	96	0.020833	203	0.896552	0.547265	701	0.326676	0.413000	0.418990	
683	0.373353	108	0.037037	209	0.923445	0.547265	683	0.373353	0.452000	0.419218	
670	0.335821	110	0.000000	220	0.945455	0.547265	670	0.335821	0.433000	0.419312	
709	0.365303	120	0.008333	171	0.900585	0.547265	709	0.365303	0.414000	0.419276	
720	0.391667	106	0.000000	174	0.959770	0.547265	720	0.391667	0.449000	0.419477	
704	0.366477	107	0.000000	189	0.941799	0.547265	704	0.366477	0.436000	0.419588	
710	0.333803	116	0.000000	174	0.959770	0.547265	710	0.333803	0.404000	0.419484	
692	0.375723	125	0.016000	183	0.950820	0.547265	692	0.375723	0.436000	0.419593	
652	0.331288	138	0.021739	210	0.904762	0.547265	652	0.331288	0.409000	0.419524	
677	0.341211	142	0.007042	181	0.883978	0.547265	677	0.341211	0.392000	0.419344	
712	0.362360	113	0.000000	175	0.948571	0.547265	712	0.362360	0.424000	0.419374	
733	0.345157	103	0.000000	164	0.963415	0.547265	733	0.345157	0.411000	0.419320	
718	0.339833	105	0.009524	177	0.971751	0.547265	718	0.339833	0.417000	0.419305	
671	0.336811	119	0.000000	210	0.961905	0.547265	671	0.336811	0.428000	0.419360	
656	0.303354	118	0.000000	226	0.982301	0.547265	656	0.303354	0.421000	0.419371	
660	0.366667	128	0.007812	212	0.966981	0.547265	660	0.366667	0.448000	0.419551	
713	0.373072	122	0.008197	165	0.951515	0.547265	713	0.373072	0.424000	0.419579	
613	0.380098	107	0.037383	280	0.942857	0.547265	613	0.380098	0.501000	0.420084	
564	0.352837	106	0.037736	330	0.918182	0.547265	564	0.352837	0.506000	0.420615	
600	0.366667	84	0.023810	316	0.943038	0.547265	600	0.366667	0.520000	0.421224	
711	0.413502	96	0.031250	193	0.943005	0.547265	711	0.413502	0.479000	0.421577	
749	0.301736	103	0.019417	148	0.966216	0.691576	749	0.301736	0.371000	0.421270	
733	0.259209	102	0.029412	165	0.945455	0.691576	733	0.259209	0.349000	0.420835	
680	0.260294	75	0.066667	245	0.902041	0.691576	680	0.260294	0.403000	0.420728	
694	0.253602	44	0.000000	262	0.851145	0.691576	694	0.253602	0.399000	0.420599	
692	0.261561	57	0.000000	251	0.928287	0.691576	692	0.261561	0.414000	0.420560	
701	0.216833	46	0.000000	253	0.960474	0.691576	701	0.216833	0.395000	0.420409	
685	0.236496	85	0.023529	230	0.973913	0.691576	685	0.236496	0.388000	0.420220	
742	0.301887	104	0.028846	154	0.967532	0.691576	742	0.301887	0.376000	0.419963	
701	0.300999	120	0.041667	179	0.972067	0.691576	701	0.300999	0.390000	0.419789	
720	0.288889	101	0.029703	179	0.977654	0.691576	720	0.288889	0.386000	0.419595	
704	0.282670	109	0.045872	187	0.860963	0.691576	704	0.282670	0.365000	0.419283	
746	0.310992	99	0.000000	155	0.883871	0.691576	746	0.310992	0.369000	0.418998	
733	0.275580	122	0.000000	145	0.868966	0.691576	733	0.275580	0.328000	0.418484	
705	0.285106	115	0.026087	180	0.938889	0.691576	705	0.285106	0.373000	0.418228	
691	0.308249	127	0.023622	182	0.961538	0.691576	691	0.308249	0.391000	0.418076	
608	0.279605	83	0.024096	309	0.919094	0.691576	608	0.279605	0.456000	0.418287	
547	0.307130	112	0.017857	341	0.935484	0.691576	547	0.307130	0.489000	0.418677	
729	0.256516	119	0.008403	152	0.921053	0.691576	729	0.256516	0.328000	0.418179	
688	0.251453	147	0.027211	165	0.933333	0.691576	688	0.251453	0.331000	0.417703	
726	0.289256	107	0.037383	167	0.880240	0.691576	726	0.289256	0.361000	0.417394	
676	0.261834	86	0.058140	238	0.836134	0.691576	676	0.261834	0.381000	0.417198	
633	0.244866	110	0.054545	257	0.852140	0.691576	633	0.244866	0.380000	0.416998	
619	0.266559	92	0.010870	289	0.833910	0.691576	619	0.266559	0.407000	0.416944	
623	0.285714	103	0.019417	274	0.828467	0.691576	623	0.285714	0.407000	0.416891	
707	0.272984	124	0.064516	169	0.881657	0.691576	707	0.272984	0.350000	0.416537	
706	0.294618	131	0.022901	163	0.852761	0.691576	706	0.294618	0.350000	0.416187	
642	0.291277	114	0.017544	244	0.905738	0.691576	642	0.291277	0.410000	0.416155	
622	0.299035	131	0.000000	247	0.894737	0.691576	622	0.299035	0.407000	0.416107	
678	0.258112	119	0.033613	203	0.896552	0.691576	678	0.258112	0.361000	0.415822	
645	0.280620	123	0.048780	232	0.909483	0.691576	645	0.280620	0.398000	0.415730	
729	0.315501	129	0.007752	142	0.880282	0.691576	729	0.315501	0.356000	0.415424	
727	0.303989	124	0.016129	149	0.872483	0.691576	727	0.303989	0.353000	0.415105	
737	0.325645	109	0.027523	154	0.941558	0.691576	737	0.325645	0.388000	0.414967	
759	0.318841	90	0.000000	151	0.880795	0.691576	759	0.318841	0.375000	0.414766	
773	0.305304	87	0.022989	140	0.900000	0.691576	773	0.305304	0.364000	0.414510	
752	0.283245	92	0.010870	156	0.865385	0.691576	752	0.283245	0.349000	0.414183	
725	0.281379	96	0.041667	179	0.955307	0.691576	725	0.281379	0.379000	0.414008	
731	0.311902	94	0.021277	175	0.931429	0.691576	731	0.311902	0.393000	0.413904	
654	0.318043	120	0.033333	226	0.942478	0.691576	654	0.318043	0.425000	0.413959	
665	0.294737	114	0.000000	221	0.923077	0.691576	665	0.294737	0.400000	0.413890	
632	0.246835	103	0.009709	265	0.977358	0.691576	632	0.246835	0.416000	0.413900	
615	0.211382	98	0.020408	287	0.947735	0.691576	615	0.211382	0.404000	0.413852	
713	0.277700	86	0.023256	201	0.940299	0.691576	713	0.277700	0.389000	0.413732	
769	0.301691	76	0.026316	155	0.980645	0.691576	769	0.301691	0.386000	0.413599	
778	0.303342	67	0.000000	155	0.974194	0.691576	778	0.303342	0.387000	0.413472	
753	0.313413	94	0.000000	153	0.967320	0.691576	753	0.313413	0.384000	0.413331	
722	0.235457	104	0.009615	174	0.902299	0.691576	722	0.235457	0.328000	0.412927	
747	0.289157	85	0.011765	168	0.958333	0.691576	747	0.289157	0.378000	0.412762	
764	0.310209	83	0.000000	153	0.888889	0.691576	764	0.310209	0.373000	0.412576	
764	0.344241	95	0.000000	141	0.943262	0.691576	764	0.344241	0.396000	0.412498	
758	0.315303	85	0.000000	157	0.949045	0.691576	758	0.315303	0.388000	0.412384	
770	0.288312	89	0.000000	141	0.936170	0.691576	770	0.288312	0.354000	0.412114	
757	0.319683	85	0.000000	158	0.981013	0.691576	757	0.319683	0.397000	0.412044	
768	0.269531	85	0.000000	147	0.829932	0.691576	768	0.269531	0.329000	0.411663	
779	0.309371	82	0.000000	139	0.964029	0.691576	779	0.309371	0.375000	0.411496	
663	0.291101	120	0.016667	217	0.944700	0.691576	663	0.291101	0.400000	0.411444	
553	0.169982	97	0.000000	350	0.922857	0.691576	553	0.169982	0.417000	0.411469	
621	0.301127	92	0.000000	287	0.898955	0.442668	621	0.301127	0.445000	0.411620	
586	0.317406	101	0.009901	313	0.916933	0.442668	586	0.317406	0.474000	0.411899	
627	0.481659	125	0.032000	248	0.891129	0.442668	627	0.481659	0.527000	0.412413	
636	0.261006	113	0.000000	251	0.940239	0.726516	636	0.261006	0.402000	0.412367	
646	0.269350	104	0.000000	250	0.960000	0.726516	646	0.269350	0.414000	0.412374	
668	0.302395	115	0.000000	217	0.967742	0.726516	668	0.302395	0.412000	0.412373	
673	0.265973	117	0.000000	210	0.980952	0.726516	673	0.265973	0.385000	0.412253	
645	0.297674	110	0.018182	245	0.942857	0.726516	645	0.297674	0.425000	0.412308	
630	0.249206	104	0.000000	266	0.898496	0.726516	630	0.249206	0.396000	0.412237	
645	0.254264	108	0.000000	247	0.967611	0.726516	645	0.254264	0.403000	0.412197	
644	0.299689	103	0.000000	253	0.968379	0.726516	644	0.299689	0.438000	0.412309	
642	0.269470	117	0.000000	241	0.946058	0.726516	642	0.269470	0.401000	0.412260	
668	0.279940	89	0.000000	243	0.971193	0.726516	668	0.279940	0.423000	0.412306	
620	0.288710	100	0.000000	280	0.971429	0.726516	620	0.288710	0.451000	0.412471	
659	0.271624	101	0.000000	240	0.970833	0.726516	659	0.271624	0.412000	0.412469	
649	0.288136	105	0.000000	246	0.979675	0.726516	649	0.288136	0.428000	0.412534	
678	0.272861	116	0.000000	206	1.000000	0.726516	678	0.272861	0.391000	0.412444	
668	0.263473	105	0.000000	227	0.986784	0.726516	668	0.263473	0.400000	0.412392	
627	0.236045	134	0.000000	239	0.983264	0.726516	627	0.236045	0.383000	0.412269	
643	0.290824	107	0.000000	250	0.932000	0.726516	643	0.290824	0.420000	0.412301	
631	0.302694	100	0.000000	269	0.940520	0.726516	631	0.302694	0.444000	0.412432	
619	0.292407	113	0.017699	268	0.947761	0.726516	619	0.292407	0.437000	0.412533	
629	0.314785	98	0.000000	273	0.937729	0.726516	629	0.314785	0.454000	0.412703	
629	0.275040	114	0.000000	257	0.957198	0.726516	629	0.275040	0.419000	0.412729	
645	0.300775	100	0.000000	255	0.960784	0.726516	645	0.300775	0.439000	0.412836	
622	0.245981	110	0.000000	268	0.910448	0.726516	622	0.245981	0.397000	0.412772	
644	0.243789	104	0.000000	252	0.968254	0.726516	644	0.243789	0.401000	0.412724	
641	0.305772	108	0.000000	251	0.976096	0.726516	641	0.305772	0.441000	0.412838	
664	0.286145	93	0.000000	243	0.962963	0.726516	664	0.286145	0.424000	0.412882	
617	0.286872	113	0.000000	270	0.974074	0.726516	617	0.286872	0.440000	0.412990	
659	0.303490	116	0.000000	225	0.964444	0.726516	659	0.303490	0.417000	0.413006	
625	0.315200	102	0.000000	273	0.959707	0.726516	625	0.315200	0.459000	0.413188	
676	0.289941	107	0.000000	217	0.976959	0.726516	676	0.289941	0.408000	0.413168	
651	0.288786	110	0.009091	239	0.962343	0.726516	651	0.288786	0.419000	0.413191	
718	0.306407	101	0.019802	181	0.966851	0.726516	718	0.306407	0.397000	0.413127	
643	0.270607	116	0.025862	241	0.975104	0.726516	643	0.270607	0.412000	0.413123	
655	0.267176	101	0.000000	244	0.959016	0.726516	655	0.267176	0.409000	0.413107	
660	0.277273	102	0.000000	238	0.924370	0.726516	660	0.277273	0.403000	0.413068	
635	0.255118	107	0.018692	258	0.949612	0.726516	635	0.255118	0.409000	0.413052	
583	0.233276	107	0.000000	310	0.916129	0.726516	583	0.233276	0.420000	0.413079	
631	0.302694	99	0.000000	270	0.911111	0.726516	631	0.302694	0.437000	0.413170	
659	0.270106	95	0.000000	246	0.983740	0.726516	659	0.270106	0.420000	0.413196	
666	0.285285	106	0.018868	228	0.916667	0.726516	666	0.285285	0.401000	0.413150	
743	0.279946	88	0.011364	169	0.970414	0.726516	743	0.279946	0.373000	0.412998	
757	0.314399	102	0.000000	141	0.964539	0.726516	757	0.314399	0.374000	0.412852	
782	0.290281	79	0.000000	139	0.956835	0.726516	782	0.290281	0.360000	0.412654	
746	0.258713	86	0.000000	168	0.916667	0.726516	746	0.258713	0.347000	0.412409	
746	0.276139	94	0.000000	160	0.943750	0.726516	746	0.276139	0.357000	0.412203	
759	0.303030	89	0.011236	152	0.980263	0.726516	759	0.303030	0.380000	0.412084	
664	0.308735	143	0.006993	193	0.948187	0.726516	664	0.308735	0.389000	0.411998	
704	0.296875	104	0.019231	192	0.932292	0.726516	704	0.296875	0.390000	0.411918	
714	0.302521	107	0.037383	179	0.955307	0.726516	714	0.302521	0.391000	0.411841	
683	0.307467	108	0.009259	209	0.947368	0.726516	683	0.307467	0.409000	0.411831	
694	0.309798	111	0.018018	195	0.928205	0.726516	694	0.309798	0.398000	0.411780	
673	0.264487	157	0.038217	170	0.923529	0.726516	673	0.264487	0.341000	0.411524	
676	0.350592	131	0.022901	193	0.937824	0.726516	676	0.350592	0.421000	0.411558	
724	0.325967	93	0.010753	183	0.901639	0.726516	724	0.325967	0.402000	0.411524	
597	0.284757	126	0.000000	277	0.949458	0.726516	597	0.284757	0.433000	0.411601	
646	0.292570	103	0.000000	251	0.968127	0.726516	646	0.292570	0.432000	0.411674	
626	0.271565	102	0.000000	272	0.963235	0.726516	626	0.271565	0.432000	0.411746	
669	0.328849	94	0.000000	237	0.978903	0.726516	669	0.328849	0.452000	0.411889	
639	0.250391	102	0.000000	259	0.972973	0.726516	639	0.250391	0.412000	0.411889	
643	0.325039	104	0.000000	253	0.968379	0.726516	643	0.325039	0.454000	0.412037	
666	0.292793	107	0.000000	227	0.982379	0.726516	666	0.292793	0.418000	0.412058	
640	0.298438	123	0.000000	237	0.983122	0.726516	640	0.298438	0.424000	0.412100	
628	0.251592	122	0.000000	250	0.960000	0.726516	628	0.251592	0.398000	0.412051	
603	0.283582	117	0.000000	280	0.942857	0.726516	603	0.283582	0.435000	0.412131	
629	0.282989	111	0.000000	260	0.857692	0.726516	629	0.282989	0.401000	0.412092	
632	0.261076	102	0.000000	266	0.928571	0.726516	632	0.261076	0.412000	0.412092	
731	0.325581	101	0.009901	168	0.964286	0.726516	731	0.325581	0.401000	0.412054	
654	0.295107	127	0.007874	219	0.949772	0.726516	654	0.295107	0.402000	0.412019	
651	0.276498	104	0.000000	245	0.955102	0.726516	651	0.276498	0.414000	0.412026	
644	0.267081	125	0.000000	231	0.922078	0.726516	644	0.267081	0.385000	0.411934	
647	0.270479	108	0.000000	245	0.897959	0.726516	647	0.270479	0.395000	0.411877	
659	0.277693	102	0.000000	239	0.974895	0.726516	659	0.277693	0.416000	0.411891	
658	0.293313	96	0.000000	246	0.959350	0.726516	658	0.293313	0.429000	0.411948	
654	0.256881	101	0.000000	245	0.971429	0.726516	654	0.256881	0.406000	0.411928	
696	0.268678	111	0.027027	193	0.974093	0.726516	696	0.268678	0.378000	0.411815	
761	0.304862	87	0.022989	152	0.953947	0.726516	761	0.304862	0.379000	0.411705	
754	0.285146	91	0.000000	155	0.993548	0.726516	754	0.285146	0.369000	0.411563	
700	0.277143	102	0.019608	198	0.969697	0.726516	700	0.277143	0.388000	0.411485	
756	0.268519	82	0.000000	162	0.969136	0.726516	756	0.268519	0.360000	0.411315	
778	0.284062	87	0.022989	135	0.992593	0.726516	778	0.284062	0.357000	0.411137	
751	0.275632	90	0.011111	159	0.987421	0.726516	751	0.275632	0.365000	0.410986	
641	0.315133	151	0.026490	208	0.947115	0.726516	641	0.315133	0.403000	0.410959	
662	0.290030	152	0.019737	186	0.962366	0.726516	662	0.290030	0.374000	0.410839	
713	0.308555	116	0.008621	171	0.929825	0.726516	713	0.308555	0.380000	0.410739	
727	0.301238	116	0.025862	157	0.942675	0.726516	727	0.301238	0.370000	0.410607	
766	0.287206	90	0.000000	144	0.972222	0.726516	766	0.287206	0.360000	0.410444	
792	0.266414	64	0.000000	144	0.993056	0.726516	792	0.266414	0.354000	0.410262	
773	0.318241	98	0.000000	129	0.976744	0.726516	773	0.318241	0.372000	0.410140	
759	0.275362	85	0.000000	156	0.980769	0.726516	759	0.275362	0.362000	0.409986	
757	0.302510	78	0.000000	165	0.987879	0.726516	757	0.302510	0.392000	0.409929	
681	0.274596	131	0.007634	188	0.994681	0.726516	681	0.274596	0.375000	0.409818	
745	0.261745	83	0.012048	172	0.976744	0.726516	745	0.261745	0.364000	0.409673	
745	0.293960	81	0.024691	174	0.988506	0.726516	745	0.293960	0.393000	0.409620	
771	0.302205	85	0.000000	144	0.979167	0.726516	771	0.302205	0.374000	0.409508	
762	0.287402	81	0.000000	157	0.917197	0.726516	762	0.287402	0.363000	0.409362	
711	0.254571	100	0.020000	189	0.936508	0.726516	711	0.254571	0.360000	0.409208	
754	0.303714	89	0.022472	157	0.917197	0.726516	754	0.303714	0.375000	0.409102	
767	0.294654	93	0.000000	140	0.850000	0.726516	767	0.294654	0.345000	0.408902	
