Abies_alba,Coniferopsida
Abies_balsamea,Coniferopsida
Abies_homolepis,Coniferopsida
Abies_magnifica,Coniferopsida
Abies_nordmanniana,Coniferopsida
Abies_religiosa,Coniferopsida
Acacia_mangium,
Acanthus_ilicifolius,
Acer_macrophyllum,
Acer_platanoides,
Acer_pseudoplatanus,
Achillea_millefolium,
Acianthus_exsertus,Liliopsida
Aegiceras_corniculatum,
Aegopodium_podagraria,
Afrocarpus_falcatus,Coniferopsida
Afzelia_africana,
Agarista_salicifolia,
Agrostis_capillaris,Liliopsida
Agrostis_scabra,Liliopsida
Agrostis_stolonifera,Liliopsida
Ajuga_reptans,
Allisonia_cockaynii,Jungermanniopsida
Allium_ampeloprasum,Liliopsida
Allium_cepa,Liliopsida
Allium_fistulosum,Liliopsida
Alnus_acuminata,
Alnus_alnobetula,
Alnus_cordata,
Alnus_glutinosa,
Alnus_incana,
Alnus_nitida,
Alnus_rubra,
Alzatea_verticillata,
Ammophila_arenaria,Liliopsida
Ammophila_breviligulata,Liliopsida
Anacamptis_laxiflora,Liliopsida
Anacamptis_morio,Liliopsida
Anagallis_arvensis,
Andromeda_polifolia,
Andropogon_gerardii,Liliopsida
Anemone_patens,
Aneura_maxima,Jungermanniopsida
Aneura_mirabilis,Jungermanniopsida
Aneura_pinguis,Jungermanniopsida
Anisoptera_costata,
Anogramma_leptophylla,Polypodiopsida
Antennaria_dioica,
Anthoceros_agrestis,Anthocerotopsida
Anthoceros_fusiformis,Anthocerotopsida
Anthoceros_lamellatus,Anthocerotopsida
Anthoceros_laminiferus,Anthocerotopsida
Anthoceros_punctatus,Anthocerotopsida
Anthoxanthum_odoratum,Liliopsida
Aphyllorchis_montana,Liliopsida
Arachis_hypogaea,
Araucaria_angustifolia,Coniferopsida
Arbutus_unedo,
Arctostaphylos_uva-ursi,
Aristida_adscensionis,Liliopsida
Arnica_montana,
Arrhenatherum_elatius,Liliopsida
Artemisia_frigida,
Artemisia_ludoviciana,
Artemisia_vulgaris,
Arthrocnemum_macrostachyum,
Arum_italicum,Liliopsida
Arum_maculatum,Liliopsida
Arundina_graminifolia,Liliopsida
Asparagus_officinalis,Liliopsida
Aster_tripolium,
Athyrium_yokoscense,Polypodiopsida
Austrobaileya_scandens,
Austrocedrus_chilensis,Coniferopsida
Austrofossombronia_australis,Jungermanniopsida
Avena_barbata,Liliopsida
Barbilophozia_barbata,Jungermanniopsida
Barbilophozia_hatcheri,Jungermanniopsida
Barbilophozia_lycopodioides,Jungermanniopsida
Betula_alleghaniensis,
Betula_papyrifera,
Betula_pendula,
Betula_platyphylla,
Betula_pubescens,
Bistorta_vivipara,
Blasia_pusilla,Marchantiopsida
Boscia_foetida,
Botrychium_virginianum,Ophioglossopsida
Bouteloua_gracilis,Liliopsida
Brachypodium_pinnatum,Liliopsida
Brassica_napus,
Briza_media,Liliopsida
Brodiaea_coronaria,Liliopsida
Bromus_erectus,Liliopsida
Bromus_tectorum,Liliopsida
Bucegia_romanica,Marchantiopsida
Burmannia_capitata,Liliopsida
Cajanus_cajan,
Calamagrostis_arundinacea,Liliopsida
Callicarpa_americana,
Calluna_vulgaris,
Caltha_palustris,
Calypogeia_fissa,Jungermanniopsida
Calypogeia_muelleriana,Jungermanniopsida
Camellia_japonica,
Campanula_punctata,
Caragana_korshinskii,
Cardamine_pratensis,
Carduus_tenuiflorus,
Carya_illinoinensis,
Castanea_dentata,
Castanea_mollissima,
Castanea_sativa,
Castanopsis_fargesii,
Casuarina_equisetifolia,
Cecropia_obtusa,
Cedrela_odorata,
Cedrus_atlantica,Coniferopsida
Cedrus_deodara,Coniferopsida
Cenchrus_ciliaris,Liliopsida
Centaurea_jacea,
Cephalanthera_damasonium,Liliopsida
Cephalanthera_erecta,Liliopsida
Cephalanthera_falcata,Liliopsida
Cephalanthera_longibracteata,Liliopsida
Cephalanthera_longifolia,Liliopsida
Cephalanthera_rubra,Liliopsida
Cephalozia_bicuspidata,Jungermanniopsida
Cephaloziella_varians,Jungermanniopsida
Cercocarpus_ledifolius,
Chamaecyparis_obtusa,Coniferopsida
Chamerion_angustifolium,
Chimaphila_umbellata,
Cinchona_officinalis,
Cinnamomum_bejolghota,
Citrullus_colocynthis,
Citrus_maxima,
Clematis_vitalba,
Clintonia_borealis,Liliopsida
Cneorum_tricoccon,
Coffea_arabica,
Comarostaphylis_arbutoides,
Commelina_benghalensis,Liliopsida
Conocephalum_conicum,Marchantiopsida
Convallaria_majalis,Liliopsida
Conyza_canadensis,
Corallorhiza_trifida,Liliopsida
Cornus_suecica,
Corycium_carnosum,Liliopsida
Corylus_avellana,
Corylus_colurna,
Crataegus_monogyna,
Cremastra_appendiculata,Liliopsida
Cymbidium_ensifolium,Liliopsida
Cymbidium_floribundum,Liliopsida
Cymbidium_goeringii,Liliopsida
Cymbidium_lancifolium,Liliopsida
Cymbidium_sinense,Liliopsida
Cymbopogon_nardus,Liliopsida
Cynara_cardunculus,
Cynosurus_cristatus,Liliopsida
Cynosurus_echinatus,Liliopsida
Cypripedium_acaule,Liliopsida
Cypripedium_arietinum,Liliopsida
Cypripedium_calceolus,Liliopsida
Cypripedium_californicum,Liliopsida
Cypripedium_candidum,Liliopsida
Cypripedium_debile,Liliopsida
Cypripedium_fasciculatum,Liliopsida
Cypripedium_flavum,Liliopsida
Cypripedium_formosanum,Liliopsida
Cypripedium_guttatum,Liliopsida
Cypripedium_japonicum,Liliopsida
Cypripedium_montanum,Liliopsida
Cypripedium_parviflorum,Liliopsida
Cypripedium_reginae,Liliopsida
Cypripedium_tibeticum,Liliopsida
Dacrycarpus_dacrydioides,Coniferopsida
Dactylis_glomerata,Liliopsida
Daucus_carota,
Delonix_regia,
Dendrobium_catenatum,Liliopsida
Dendrobium_chrysanthum,Liliopsida
Dendrobium_crumenatum,Liliopsida
Dendrobium_fimbriatum,Liliopsida
Dendrobium_nobile,Liliopsida
Dendroceros_crispus,Anthocerotopsida
Dendroceros_validus,Anthocerotopsida
Dichrostachys_cinerea,
Dicksonia_squarrosa,Polypodiopsida
Dicorynia_guianensis,
Dimocarpus_longan,
Dioscorea_rotundata,Liliopsida
Diphasiastrum_alpinum,Lycopodiopsida
Diplophyllum_albicans,Jungermanniopsida
Diplophyllum_obtusifolium,Jungermanniopsida
Diplopterygium_glaucum,Polypodiopsida
Dipterocarpus_tuberculatus,
Disa_bracteata,Liliopsida
Disperis_capensis,Liliopsida
Dodonaea_viscosa,
Dryas_integrifolia,
Dryas_octopetala,
Dysphania_ambrosioides,
Elephantopus_scaber,
Empetrum_nigrum,
Enkianthus_campanulatus,
Enkianthus_cernuus,
Enkianthus_nudipes,
Enkianthus_perulatus,
Enkianthus_sikokianus,
Enkianthus_subsessilis,
Eperua_falcata,
Eperua_grandiflora,
Ephedra_fragilis,Gnetopsida
Epidendrum_rhopalostele,Liliopsida
Epilobium_ciliatum,
Epipactis_albensis,Liliopsida
Epipactis_atrorubens,Liliopsida
Epipactis_dunensis,Liliopsida
Epipactis_helleborine,Liliopsida
Epipactis_palustris,Liliopsida
Epipactis_purpurata,Liliopsida
Equisetum_fluviatile,Equisetopsida
Erica_carnea,
Erica_ciliaris,
Erica_cinerea,
Erica_vagans,
Eriochilus_cucullatus,Liliopsida
Mimulus_guttatus,
Eucalyptus_camaldulensis,
Eucalyptus_globulus,
Eucalyptus_gunnii,
Eucalyptus_marginata,
Eucalyptus_nitens,
Excoecaria_agallocha,
Exormotheca_pustulosa,Marchantiopsida
Fagopyrum_esculentum,
Fagopyrum_tataricum,
Fagus_grandifolia,
Fagus_sylvatica,
Faramea_occidentalis,
Festuca_idahoensis,Liliopsida
Festuca_ovina,Liliopsida
Festuca_pratensis,Liliopsida
Festuca_rubra,Liliopsida
Festuca_rupicola,Liliopsida
Folioceros_fuciformis,Anthocerotopsida
Folioceros_glandulosus,Anthocerotopsida
Fossombronia_angulosa,Jungermanniopsida
Fragaria_vesca,
Fraxinus_excelsior,
Galium_album,
Galium_aparine,
Gaultheria_procumbens,
Gaultheria_shallon,
Genista_cinerea,
Geothallus_tuberosa,Marchantiopsida
Geranium_pratense,
Geum_rivale,
Ginkgo_biloba,Ginkgoopsida
Glechoma_hederacea,
