Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
684	0.298246	42	0.000000	274	1.000000	0.630620	684	0.298246	0.478000	0.310608	
764	0.335079	66	0.075758	170	0.988235	0.630620	764	0.335079	0.429000	0.320473	
663	0.365008	88	0.068182	249	0.995984	0.630620	663	0.365008	0.496000	0.333974	
708	0.320621	62	0.032258	230	0.991304	0.630620	708	0.320621	0.457000	0.342761	
643	0.342146	106	0.056604	251	0.988048	0.630620	643	0.342146	0.474000	0.351510	
702	0.331909	114	0.017544	184	0.994565	0.630620	702	0.331909	0.418000	0.355665	
666	0.304805	129	0.031008	205	0.980488	0.630620	666	0.304805	0.408000	0.358744	
666	0.309309	112	0.017857	222	0.981982	0.630620	666	0.309309	0.426000	0.362480	
740	0.282432	74	0.013514	186	0.989247	0.630620	740	0.282432	0.394000	0.364139	
734	0.314714	61	0.032787	205	0.970732	0.630620	734	0.314714	0.432000	0.367532	
690	0.295652	46	0.043478	264	0.924242	0.630620	690	0.295652	0.450000	0.371459	
712	0.297753	70	0.042857	218	0.825688	0.630620	712	0.297753	0.395000	0.372529	
728	0.366758	88	0.011364	184	0.907609	0.630620	728	0.366758	0.435000	0.375245	
747	0.378849	97	0.030928	156	0.916667	0.630620	747	0.378849	0.429000	0.377484	
724	0.378453	101	0.039604	175	0.880000	0.630620	724	0.378453	0.432000	0.379665	
731	0.415869	97	0.061856	172	0.953488	0.630620	731	0.415869	0.474000	0.383293	
657	0.196347	126	0.039683	217	0.940092	0.940655	657	0.196347	0.338000	0.381615	
710	0.390141	132	0.015152	158	0.936709	0.641107	710	0.390141	0.427000	0.383236	
715	0.352448	113	0.026549	172	0.959302	0.641107	715	0.352448	0.420000	0.384504	
716	0.377095	122	0.032787	162	0.981481	0.641107	716	0.377095	0.433000	0.386120	
737	0.328358	101	0.009901	162	0.987654	0.641107	737	0.328358	0.403000	0.386665	
755	0.341722	84	0.000000	161	0.993789	0.641107	755	0.341722	0.418000	0.387644	
742	0.366577	93	0.043011	165	0.957576	0.641107	742	0.366577	0.434000	0.389049	
747	0.348059	106	0.018868	147	0.986395	0.641107	747	0.348059	0.407000	0.389577	
739	0.338295	88	0.011364	173	0.982659	0.641107	739	0.338295	0.421000	0.390475	
772	0.348446	80	0.012500	148	0.986486	0.641107	772	0.348446	0.416000	0.391184	
745	0.316779	115	0.000000	140	0.950000	0.641107	745	0.316779	0.369000	0.390584	
713	0.377279	125	0.040000	162	0.882716	0.641107	713	0.377279	0.417000	0.391279	
745	0.320805	96	0.020833	159	0.955975	0.641107	745	0.320805	0.393000	0.391323	
728	0.344780	98	0.020408	174	0.936782	0.641107	728	0.344780	0.416000	0.391940	
724	0.325967	111	0.063063	165	0.939394	0.641107	724	0.325967	0.398000	0.392088	
630	0.334921	92	0.021739	278	0.938849	0.641107	630	0.334921	0.474000	0.394038	
730	0.321918	119	0.084034	151	0.986755	0.641107	730	0.321918	0.394000	0.394037	
747	0.309237	116	0.060345	137	0.948905	0.641107	747	0.309237	0.368000	0.393446	
629	0.344992	106	0.084906	265	0.913208	0.641107	629	0.344992	0.468000	0.395102	
692	0.328035	114	0.035088	194	0.912371	0.641107	692	0.328035	0.408000	0.395383	
725	0.377931	115	0.043478	160	0.968750	0.641107	725	0.377931	0.434000	0.396204	
730	0.386301	111	0.063063	159	0.968553	0.641107	730	0.386301	0.443000	0.397179	
729	0.310014	126	0.087302	145	0.958621	0.641107	729	0.310014	0.376000	0.396747	
717	0.309623	135	0.044444	148	0.966216	0.641107	717	0.309623	0.371000	0.396232	
679	0.375552	112	0.053571	209	0.961722	0.641107	679	0.375552	0.462000	0.397522	
708	0.320621	137	0.021898	155	0.922581	0.641107	708	0.320621	0.373000	0.397050	
735	0.300680	124	0.072581	141	0.957447	0.641107	735	0.300680	0.365000	0.396445	
726	0.325069	127	0.078740	147	0.952381	0.641107	726	0.325069	0.386000	0.396252	
748	0.311497	109	0.045872	143	0.888112	0.641107	748	0.311497	0.365000	0.395684	
741	0.369771	96	0.062500	163	0.932515	0.641107	741	0.369771	0.432000	0.396332	
737	0.340570	110	0.054545	153	0.941176	0.641107	737	0.340570	0.401000	0.396414	
746	0.345845	86	0.046512	168	0.845238	0.641107	746	0.345845	0.404000	0.396545	
738	0.308943	110	0.072727	152	0.796053	0.641107	738	0.308943	0.357000	0.395875	
722	0.362881	129	0.038760	149	0.939597	0.641107	722	0.362881	0.407000	0.396060	
655	0.343511	115	0.078261	230	0.917391	0.641107	655	0.343511	0.445000	0.396862	
732	0.303279	92	0.021739	176	0.892045	0.641107	732	0.303279	0.381000	0.396607	
706	0.379603	112	0.008929	182	0.846154	0.641107	706	0.379603	0.423000	0.397025	
710	0.292958	113	0.035398	177	0.966102	0.641107	710	0.292958	0.383000	0.396806	
730	0.306849	115	0.008696	155	0.916129	0.641107	730	0.306849	0.367000	0.396348	
714	0.316527	120	0.033333	166	0.969880	0.641107	714	0.316527	0.391000	0.396267	
726	0.296143	128	0.054688	146	0.897260	0.641107	726	0.296143	0.353000	0.395621	
739	0.330176	124	0.040323	137	0.941606	0.641107	739	0.330176	0.378000	0.395362	
679	0.340206	107	0.056075	214	0.901869	0.641107	679	0.340206	0.430000	0.395864	
664	0.322289	127	0.055118	209	0.942584	0.641107	664	0.322289	0.418000	0.396180	
674	0.339763	119	0.033613	207	0.971014	0.641107	674	0.339763	0.434000	0.396713	
701	0.346648	114	0.026316	185	0.859459	0.641107	701	0.346648	0.405000	0.396828	
670	0.264179	122	0.057377	208	0.942308	0.641107	670	0.264179	0.380000	0.396597	
683	0.285505	112	0.017857	205	0.951220	0.641107	683	0.285505	0.392000	0.396535	
699	0.298999	109	0.018349	192	0.958333	0.641107	699	0.298999	0.395000	0.396515	
687	0.312955	96	0.031250	217	0.949309	0.641107	687	0.312955	0.424000	0.396876	
743	0.327052	109	0.036697	148	0.898649	0.641107	743	0.327052	0.380000	0.396657	
736	0.358696	88	0.022727	176	0.971591	0.641107	736	0.358696	0.437000	0.397174	
743	0.327052	109	0.018349	148	0.979730	0.641107	743	0.327052	0.390000	0.397084	
729	0.345679	116	0.060345	155	0.967742	0.641107	729	0.345679	0.409000	0.397233	
743	0.362046	122	0.016393	135	0.977778	0.641107	743	0.362046	0.403000	0.397304	
714	0.340336	113	0.044248	173	0.953757	0.641107	714	0.340336	0.413000	0.397495	
721	0.337032	126	0.015873	153	0.967320	0.641107	721	0.337032	0.393000	0.397441	
697	0.319943	119	0.033613	184	0.983696	0.641107	697	0.319943	0.408000	0.397567	
743	0.331090	89	0.056180	168	0.964286	0.641107	743	0.331090	0.413000	0.397748	
708	0.365819	93	0.064516	199	0.959799	0.641107	708	0.365819	0.456000	0.398426	
724	0.363260	80	0.062500	196	0.989796	0.641107	724	0.363260	0.462000	0.399156	
756	0.342593	98	0.051020	146	0.979452	0.641107	756	0.342593	0.407000	0.399245	
753	0.317397	100	0.030000	147	0.979592	0.641107	753	0.317397	0.386000	0.399097	
739	0.316644	101	0.000000	160	1.000000	0.641107	739	0.316644	0.394000	0.399040	
729	0.358025	107	0.056075	164	0.969512	0.641107	729	0.358025	0.426000	0.399336	
734	0.341962	89	0.067416	177	0.966102	0.641107	734	0.341962	0.428000	0.399648	
756	0.337302	73	0.013699	171	0.941520	0.641107	756	0.337302	0.417000	0.399834	
726	0.363636	88	0.068182	186	0.973118	0.641107	726	0.363636	0.451000	0.400379	
651	0.308756	74	0.108108	275	0.934545	0.641107	651	0.308756	0.466000	0.401069	
640	0.237500	92	0.054348	268	0.861940	0.641107	640	0.237500	0.388000	0.400933	
587	0.265758	110	0.009091	303	0.953795	0.641107	587	0.265758	0.446000	0.401398	
367	0.280654	68	0.029412	565	0.918584	0.641107	367	0.280654	0.624000	0.403669	
266	0.319549	70	0.028571	664	0.915663	0.641107	266	0.319549	0.695000	0.406612	
626	0.257188	97	0.051546	277	0.859206	0.641107	626	0.257188	0.404000	0.406586	
642	0.241433	98	0.030612	260	0.900000	0.641107	642	0.241433	0.392000	0.406442	
413	0.300242	117	0.017094	470	0.917021	0.641107	413	0.300242	0.557000	0.407918	
538	0.342007	99	0.070707	363	0.961433	0.641107	538	0.342007	0.540000	0.409200	
713	0.328191	122	0.040984	165	0.890909	0.641107	713	0.328191	0.386000	0.408977	
706	0.345609	144	0.062500	150	0.980000	0.641107	706	0.345609	0.400000	0.408891	
689	0.351234	118	0.025424	193	0.943005	0.641107	689	0.351234	0.427000	0.409062	
660	0.300000	119	0.016807	221	0.909502	0.641107	660	0.300000	0.401000	0.408987	
628	0.337580	100	0.030000	272	0.819853	0.641107	628	0.337580	0.438000	0.409255	
658	0.378419	103	0.029126	239	0.953975	0.641107	658	0.378419	0.480000	0.409904	
632	0.332278	112	0.026786	256	0.929688	0.641107	632	0.332278	0.451000	0.410278	
667	0.304348	109	0.027523	224	0.919643	0.641107	667	0.304348	0.412000	0.410294	
623	0.314607	125	0.056000	252	0.873016	0.641107	623	0.314607	0.423000	0.410407	
698	0.309456	125	0.080000	177	0.920904	0.641107	698	0.309456	0.389000	0.410218	
663	0.283560	145	0.048276	192	0.958333	0.641107	663	0.283560	0.379000	0.409944	
678	0.289086	126	0.063492	196	0.943878	0.641107	678	0.289086	0.389000	0.409762	
