Abies_alba	A
Abies_balsamea	A
Abies_homolepis	A
Abies_magnifica	B
Abies_nordmanniana	B
Abies_religiosa	A
Acacia_mangium	C
Acanthus_ilicifolius	C
Acer_macrophyllum	C
Acer_platanoides	C
Acer_pseudoplatanus	C
Achillea_millefolium	C
Acianthus_exsertus	B
Acorus_calamus	C
Adiantum_capillus_veneris	C
Aegiceras_corniculatum	C
Aegopodium_podagraria	C
Aextoxicon_punctatum	C
Afrocarpus_falcatus	C
Afzelia_africana	B
Agarista_salicifolia	B
Agrostis_capillaris	C
Agrostis_scabra	C
Agrostis_stolonifera	C
Ajuga_reptans	C
Allisonia_cockaynii	D
Allium_ampeloprasum	C
Allium_cepa	C
Allium_fistulosum	C
Alnus_acuminata	B
Alnus_alnobetula	B
Alnus_cordata	B
Alnus_glutinosa	E
Alnus_incana	E
Alnus_nitida	A
Alnus_rubra	B
Alsophila_firma	C
Alsophila_spinulosa	C
Alzatea_verticillata	C
Ammophila_arenaria	C
Ammophila_breviligulata	C
Anacamptis_laxiflora	B
Anacamptis_morio	A
Anagallis_arvensis	C
Andromeda_polifolia	A
Andropogon_gerardii	C
Anemone_patens	C
Aneura_maxima	B
Aneura_mirabilis	B
Aneura_pinguis	B
Angelica_sylvestris	C
Angiopteris_evecta	C
Anisoptera_costata	B
Anogramma_leptophylla	D
Antennaria_dioica	C
Anthoceros_agrestis	D
Anthoceros_fusiformis	F
Anthoceros_lamellatus	D
Anthoceros_laminiferus	D
Anthoceros_punctatus	D
Anthoxanthum_odoratum	C
Aphyllorchis_montana	A
Arachis_hypogaea	C
Araucaria_angustifolia	C
Arbutus_unedo	A
Arctostaphylos_uva_ursi	A
Aristida_adscensionis	C
Arnica_montana	C
Arrhenatherum_elatius	C
Artemisia_frigida	C
Artemisia_ludoviciana	C
Artemisia_vulgaris	C
Arthrocnemum_macrostachyum	C
Arum_italicum	C
Arum_maculatum	C
Arundina_graminifolia	B
Asparagus_officinalis	C
Aster_tripolium	C
Asterella_australis	C
Athalamia_hyalina	C
Athalamia_pinguis	C
Athyrium_yokoscense	C
Austrobaileya_scandens	C
Austrocedrus_chilensis	C
Austrofossombronia_australis	C
Avena_barbata	C
Avenella_flexuosa	C
Avicennia_marina	C
Avicennia_officinalis	C
Barbilophozia_barbata	B
Barbilophozia_hatcheri	B
Barbilophozia_lycopodioides	B
Betula_alleghaniensis	A
Betula_papyrifera	A
Betula_pendula	A
Betula_platyphylla	A
Betula_pubescens	G
Bistorta_vivipara	H
Blasia_pusilla	I
Boscia_foetida	C
Botrychium_virginianum	C
Bouteloua_gracilis	C
Brachypodium_pinnatum	C
Brassica_napus	C
Briza_media	C
Brodiaea_coronaria	C
Bromus_erectus	C
Bromus_tectorum	C
Bucegia_romanica	I
Burmannia_capitata	C
Cajanus_cajan	C
Calamagrostis_arundinacea	C
Callicarpa_americana	C
Calluna_vulgaris	H
Caltha_palustris	C
Calypogeia_fissa	G
Calypogeia_muelleriana	A
Camellia_japonica	C
Campanula_punctata	C
Caragana_korshinskii	C
Cardamine_pratensis	C
Carduus_tenuiflorus	C
Carex_hirta	E
Carya_illinoinensis	A
Castanea_dentata	A
Castanea_mollissima	A
Castanea_sativa	B
Castanopsis_fargesii	A
Casuarina_equisetifolia	B
Cecropia_obtusa	C
Cedrela_odorata	C
Cedrus_atlantica	B
Cedrus_deodara	A
Cenchrus_ciliaris	C
Centaurea_jacea	C
Cephalanthera_damasonium	A
Cephalanthera_erecta	B
Cephalanthera_falcata	B
Cephalanthera_longibracteata	B
Cephalanthera_longifolia	H
Cephalanthera_rubra	B
Cephalozia_bicuspidata	G
Cephaloziella_varians	G
Ceratozamia_mexicana	C
Cercocarpus_ledifolius	A
Chamaecyparis_obtusa	C
Chamerion_angustifolium	C
Chimaphila_umbellata	A
Cinchona_officinalis	C
Cinnamomum_bejolghota	B
Citrullus_colocynthis	C
Citrus_maxima	E
Clematis_vitalba	C
Clintonia_borealis	C
Cneorum_tricoccon	C
Cocos_nucifera	C
Coffea_arabica	C
Comarostaphylis_arbutoides	A
Commelina_benghalensis	C
Conocephalum_conicum	C
Convallaria_majalis	C
Conyza_canadensis	C
Corallorhiza_trifida	B
Cornus_canadensis	C
Cornus_suecica	C
Corsinia_coriandra	C
Corycium_carnosum	B
Corylus_avellana	A
Corylus_colurna	B
Crataegus_monogyna	C
Cremastra_appendiculata	B
Cymbidium_ensifolium	B
Cymbidium_floribundum	B
Cymbidium_goeringii	B
Cymbidium_lancifolium	B
Cymbidium_macrorhizon	B
Cymbidium_sinense	B
Cymbopogon_nardus	C
Cynara_cardunculus	C
Cynosurus_cristatus	C
Cynosurus_echinatus	C
Cypripedium_acaule	B
Cypripedium_arietinum	B
Cypripedium_calceolus	B
Cypripedium_californicum	H
Cypripedium_candidum	A
Cypripedium_debile	B
Cypripedium_fasciculatum	A
Cypripedium_flavum	B
Cypripedium_formosanum	B
Cypripedium_guttatum	B
Cypripedium_japonicum	B
Cypripedium_macranthos	B
Cypripedium_montanum	A
Cypripedium_parviflorum	H
Cypripedium_reginae	B
Cypripedium_tibeticum	B
Dacrycarpus_dacrydioides	C
Dactylis_glomerata	C
Daucus_carota	C
Delonix_regia	C
Dendrobium_catenatum	B
Dendrobium_chrysanthum	B
Dendrobium_crumenatum	B
Dendrobium_fimbriatum	B
Dendrobium_nobile	B
Dendroceros_crispus	I
Dendroceros_validus	I
Dendrolycopodium_dendroideum	I
Dichrostachys_cinerea	C
Dicksonia_squarrosa	C
Dicorynia_guianensis	C
Dimocarpus_longan	B
Dioon_edule	C
Dioscorea_rotundata	C
Diphasiastrum_alpinum	H
Diplophyllum_albicans	B
Diplophyllum_obtusifolium	B
Diplopterygium_glaucum	C
Dipterocarpus_tuberculatus	B
Disa_bracteata	B
Disperis_capensis	B
Dodonaea_viscosa	C
Dryas_integrifolia	A
Dryas_octopetala	B
Dumortiera_hirsuta	C
Dysphania_ambrosioides	C
Elephantopus_scaber	C
Empetrum_nigrum	A
Enkianthus_campanulatus	C
Enkianthus_cernuus	C
Enkianthus_nudipes	C
Enkianthus_perulatus	C
Enkianthus_sikokianus	C
Enkianthus_subsessilis	C
Eperua_falcata	C
Eperua_grandiflora	C
Ephedra_fragilis	C
Epidendrum_rhopalostele	B
Epilobium_ciliatum	C
Epipactis_albensis	A
Epipactis_atrorubens	A
Epipactis_dunensis	A
Epipactis_helleborine	A
Epipactis_palustris	A
Epipactis_purpurata	A
Equisetum_arvense	C
Equisetum_fluviatile	I
Equisetum_hyemale	C
Erica_carnea	G
Erica_ciliaris	B
Erica_cinerea	B
Erica_vagans	B
Eriochilus_cucullatus	B
Erythranthe_guttata	C
Eucalyptus_camaldulensis	B
Eucalyptus_globulus	B
Eucalyptus_gunnii	B
Eucalyptus_marginata	B
Eucalyptus_nitens	B
Euonymus_europaeus	C
Excoecaria_agallocha	C
Exormotheca_pustulosa	I
