raw_age	F	A	J	K	E	B	H	C	D	I	G
0.233828	0.007691228	4.71437E-05	0.013530733	0.012015689	0.019179136	4.40133E-05	0.000313739	0.012294743	0.913100819	0.000906202	0.020876585
0.232491	0.021825641	0.00138988	0.039369965	0.035822611	0.073785563	0.00083531	0.006385201	0.038145967	0.711392995	0.005602015	0.065444804
0.232014	0.026342632	0.001785098	0.089871752	0.069948029	0.228062984	0.000957387	0.168002819	0.05773114	0.089395921	0.007601417	0.260300844
0.228544	0.007600508	7.10605E-05	0.016027021	0.014108671	0.025552679	6.46959E-05	0.000519929	0.015345603	0.893249794	0.001344069	0.026115993
0.225411	0.00592141	0.000265467	0.036051075	0.042142036	0.629472374	0.000115576	0.014261978	0.011238288	0.017715481	0.002391977	0.240424309
0.224161	0.010707176	0.000104857	0.019713745	0.01736192	0.030522346	7.78556E-05	0.000653384	0.018521526	0.869501319	0.001520309	0.031315546
0.222763	0.227369886	0.056666122	0.126125314	0.117461483	0.024491845	0.010566436	0.001975988	0.180318561	0.219000405	0.015337494	0.020686437
0.221611	0.048098655	0.007652721	0.46399752	0.101155042	0.055708707	0.004354756	0.012483959	0.06738737	0.16912783	0.023779236	0.046254182
0.221597	0.090112118	0.202971353	0.034304804	0.032494381	0.000406953	0.557420271	0.000169542	0.053190868	0.000386931	0.028156836	0.000385949
0.221143	0.084105145	0.676319839	0.027691242	0.028708623	8.8992E-05	0.059377933	3.23094E-05	0.103750721	8.54884E-05	0.019757361	8.23107E-05
0.219997	0.114319904	0.007285491	0.075004728	0.08139358	0.050470581	0.001388345	0.002720436	0.080861697	0.528391217	0.016168341	0.041995667
0.219782	0.02122479	0.001228193	0.038060128	0.034534715	0.070393104	0.000739764	0.005636874	0.036825917	0.723110375	0.005185659	0.06306051
0.219589	0.010881521	0.000152679	0.018600654	0.016461443	0.028291961	0.000127921	0.000851152	0.017217092	0.876423612	0.001510082	0.029481885
0.218881	0.035709989	0.096391007	0.011931545	0.01073786	2.68796E-05	0.822530577	6.12109E-06	0.015948039	1.39907E-05	0.006673921	3.00133E-05
0.214894	0.018655405	0.000712716	0.032921482	0.029547643	0.057789327	0.000439018	0.003369927	0.031613572	0.767297576	0.003756342	0.053896969
0.214065	0.016921098	0.000500725	0.030068644	0.026824413	0.051520343	0.00031855	0.002497648	0.028821035	0.790361866	0.00313799	0.049027653
0.212875	0.01825831	0.000649141	0.032039997	0.028713612	0.055647328	0.000400979	0.0030602	0.030683963	0.774722172	0.003544716	0.052279603
0.212739	0.018654336	0.000864583	0.075254421	0.059406448	0.228730152	0.000398453	0.089044118	0.04536092	0.240336108	0.005786597	0.236163831
0.212186	0.011619999	0.0001801	0.022336442	0.019731874	0.036977313	0.00013187	0.001109472	0.021339261	0.848016687	0.002004961	0.036552022
0.211988	0.138345851	0.014303673	0.102437544	0.106818257	0.037082719	0.007782866	0.006671534	0.300466304	0.227558697	0.02133393	0.037198609
0.211881	0.072303087	0.736121297	0.023270032	0.024237943	6.22289E-05	0.045490957	2.07425E-05	0.083889507	5.10699E-05	0.01449688	5.62182E-05
0.211436	0.019237589	0.000805808	0.033935302	0.030528381	0.060137329	0.000492869	0.003748825	0.03261849	0.758822786	0.004015448	0.055657148
0.211392	0.033361955	0.153917697	0.009781069	0.008998525	2.29601E-05	0.772484264	6.19494E-06	0.016860004	1.46307E-05	0.004527668	2.49647E-05
0.211083	0.020792822	0.001122412	0.037119745	0.033615335	0.067986667	0.000677866	0.005149646	0.035871397	0.731407576	0.004902947	0.061353619
0.208123	0.074064091	0.455310523	0.016099743	0.014782911	3.20386E-05	0.401520961	1.29335E-05	0.03426668	3.32182E-05	0.003835221	4.16747E-05
0.207087	0.002312034	8.52621E-05	0.024727901	0.016137256	0.033525154	5.04045E-05	0.807627473	0.010012036	5.33739E-05	0.002404482	0.103064616
0.206396	0.020552382	0.001067106	0.036597238	0.033106372	0.066660981	0.000645689	0.004895764	0.035338979	0.735977009	0.004751511	0.060406974
0.206369	0.016930057	0.000177232	0.023288528	0.021559556	0.019552687	5.90612E-05	0.000307499	0.019816363	0.867281009	0.008571261	0.022456757
0.203863	0.017981027	0.000616267	0.031527633	0.028225361	0.054489594	0.000384373	0.002925969	0.030174094	0.77882231	0.003441849	0.051411546
0.203335	0.007222355	6.04664E-05	0.012735069	0.011339832	0.018422873	6.16667E-05	0.00039134	0.011540799	0.917343772	0.000914188	0.019967674
0.202516	0.014988985	0.000366484	0.029764047	0.024918621	0.055469766	0.000242029	0.002632431	0.025302808	0.784909849	0.002529154	0.058875758
0.20247	0.224576965	0.408458003	0.049266181	0.056476182	0.000218214	0.032162869	9.21198E-05	0.094597181	0.000178594	0.133720611	0.000253037
0.201066	0.002140913	8.60419E-05	0.023395925	0.024285306	0.329045609	5.17685E-05	0.345165687	0.008835856	3.88104E-05	0.002523134	0.264430919
0.198961	0.020527452	0.001535269	0.083504647	0.062961744	0.182179842	0.000837391	0.293166538	0.052322667	0.042334175	0.007030424	0.253599883
0.198476	0.005534541	2.02315E-05	0.009259648	0.008370323	0.01210285	2.3177E-05	0.000146837	0.008083682	0.942013236	0.000524501	0.013920939
0.198133	0.021454124	0.000502479	0.030820723	0.028313216	0.032081849	0.000237877	0.001190857	0.095961623	0.752846648	0.002324939	0.034265619
0.198097	0.020112286	0.000972198	0.03564317	0.032180649	0.064262615	0.000590754	0.004461432	0.034363695	0.744246379	0.004485049	0.058681796
0.197274	0.006073347	2.45023E-05	0.010629846	0.009531439	0.014419981	2.62548E-05	0.000177231	0.009443881	0.932827575	0.000643717	0.016202178
0.196606	0.005322171	2.37492E-05	0.009053777	0.008164707	0.012154648	2.734E-05	0.000171265	0.007981208	0.942790826	0.000548342	0.013761932
0.195738	0.01998363	0.000945931	0.035364959	0.031911543	0.063568832	0.000575617	0.004341552	0.034078614	0.746640072	0.004409727	0.058179507
0.195325	0.004918337	0.000215285	0.029058566	0.034778251	0.689178379	0.000103813	0.012399555	0.009094408	0.003686669	0.002036004	0.214530729
0.191745	0.080892101	0.711336768	0.027579405	0.028737395	9.37232E-05	0.034136059	3.26693E-05	0.098976306	8.04757E-05	0.018049658	8.53939E-05
0.190434	0.244210587	0.09086576	0.117627796	0.111911973	0.017364999	0.160903228	0.002846833	0.144241622	0.075929597	0.020269693	0.013827885
0.190353	0.001791534	3.99095E-05	0.018691295	0.011880516	0.018981814	2.57911E-05	0.868325615	0.007883548	2.86793E-05	0.001460367	0.070890936
0.190054	0.012860017	0.000215294	0.021888701	0.019378232	0.034088978	0.000161619	0.001121526	0.020391035	0.853268244	0.001851442	0.03477495
0.189936	0.053525464	0.227495562	0.01706915	0.016223366	6.61271E-05	0.642693528	2.12555E-05	0.033190927	5.33839E-05	0.009596116	6.51045E-05
0.189437	0.032158381	0.183799416	0.008450884	0.007914176	8.53892E-06	0.747407446	1.54757E-06	0.016398583	4.03792E-06	0.003848117	8.69195E-06
0.187607	0.019527166	0.00085788	0.0343809	0.030962881	0.061135989	0.00052503	0.003940717	0.033068353	0.755043438	0.004151689	0.056405937
0.186561	0.003875282	0.000294599	0.033257326	0.02301952	0.050240856	0.000173454	0.742101708	0.014440953	0.000181291	0.004049408	0.128365614
0.185737	0.22488636	0.315798476	0.0459061	0.051545418	0.000240502	0.017190975	8.06234E-05	0.324119625	0.00058484	0.019356868	0.000290234
0.185305	0.015797688	0.000362381	0.026321267	0.023442833	0.041557709	0.000240179	0.001683408	0.032528106	0.814050132	0.002441025	0.041575272
0.184736	0.023413421	0.001979607	0.086611883	0.067077367	0.204477913	0.001072912	0.238231466	0.054566153	0.058377921	0.008157686	0.256033685
0.182439	0.059812425	0.248534642	0.01934234	0.018522458	9.07299E-05	0.604439987	3.06667E-05	0.038141157	7.69015E-05	0.010919715	8.89315E-05
0.182356	0.079311671	0.179321388	0.029199218	0.027362144	0.000278534	0.618893259	0.000107495	0.043180036	0.000244704	0.021833132	0.000268399
0.182232	0.013910343	0.000260861	0.02459828	0.021785209	0.039918313	0.000180517	0.001383395	0.023242874	0.832913644	0.002200173	0.039606417
0.182192	0.006147485	2.5336E-05	0.010484418	0.009394383	0.014166095	2.70146E-05	0.000180349	0.009246812	0.933699926	0.000621575	0.016006536
0.179475	0.005002707	0.012493752	0.001656439	0.001602876	2.94478E-06	0.976849686	5.74185E-07	0.001836065	1.12641E-06	0.000549986	3.85363E-06
0.179141	0.006170989	2.52854E-05	0.010180817	0.009124588	0.01354419	2.73766E-05	0.000177773	0.008970132	0.935767253	0.000591397	0.015420157
0.178675	0.101985191	0.646899415	0.025068828	0.024493394	9.12641E-05	0.115903461	3.73819E-05	0.074003492	9.69215E-05	0.01132746	9.32255E-05
0.178256	0.023371302	0.001887287	0.086867535	0.066912345	0.202752114	0.001021605	0.238779049	0.054943274	0.058707104	0.007898807	0.256859565
0.178182	0.008166568	5.35276E-05	0.0142658	0.012643435	0.020459958	4.79674E-05	0.000341083	0.012880995	0.908011798	0.00094748	0.0221814
0.177974	0.017395242	0.000540461	0.02996893	0.026769695	0.050718056	0.000343775	0.00252523	0.028520572	0.791524574	0.00313741	0.048556037
0.177518	0.129860361	0.003672669	0.086686327	0.086870193	0.026641092	0.002044218	0.001862072	0.263302923	0.364857693	0.007907609	0.026294853
0.176909	0.004506647	1.62981E-05	0.007636772	0.006955749	0.009985484	2.03626E-05	0.000124183	0.00664152	0.952157613	0.000438172	0.011517122
0.172977	0.008026038	0.020023667	0.002652325	0.002532729	4.81836E-06	0.962815071	9.2149E-07	0.002992409	1.88423E-06	0.000943836	6.19627E-06
0.172659	0.004414062	0.000430245	0.03301158	0.0403398	0.286840609	0.000270297	0.039508051	0.013738456	0.000117556	0.005656741	0.575672587
0.172534	0.070793574	0.727965729	0.021424544	0.021990933	6.10971E-05	0.078650253	2.07458E-05	0.067486353	5.05323E-05	0.011500448	5.57392E-05
0.170217	0.189586081	0.598264724	0.021843918	0.024731817	3.39481E-05	0.066131705	8.7179E-06	0.082499776	2.57033E-05	0.016839327	3.42063E-05
0.170004	0.01414463	0.00025087	0.023709152	0.02098473	0.037203373	0.000173521	0.001237716	0.022104423	0.840574808	0.00201319	0.037603612
0.169938	0.018457324	0.000680197	0.03209723	0.028780193	0.055623204	0.000423657	0.003137122	0.030716528	0.77417521	0.003600461	0.052308874
0.168811	0.006307878	2.86361E-05	0.010766077	0.009642255	0.014583904	3.03733E-05	0.000197888	0.009516226	0.931867558	0.000648199	0.016410977
0.168601	0.040961165	0.093698093	0.013952084	0.012921254	5.80685E-05	0.813170854	1.6173E-05	0.017840845	3.58929E-05	0.007281761	6.37678E-05
0.166788	0.032944376	0.077991344	0.011047051	0.010178846	4.37265E-05	0.848157493	1.30499E-05	0.013826228	2.83413E-05	0.005720418	4.90918E-05
0.165886	0.011015682	0.000136354	0.020023378	0.017680872	0.031467404	0.000104176	0.000804207	0.018718319	0.866318347	0.001617449	0.032113815
0.16544	0.144750261	0.005991712	0.094082186	0.095332782	0.026531925	0.003288524	0.002702291	0.313452586	0.276057615	0.011034976	0.026775182
0.165046	0.095584157	0.628470363	0.032660745	0.03324518	0.000173975	0.084498466	6.74804E-05	0.10532831	0.000188158	0.019618976	0.000164186
0.164267	0.001950669	0.00010043	0.018565632	0.021589219	0.761423155	6.07086E-05	0.011757558	0.0061067	3.15409E-05	0.001821289	0.176593069
0.163722	0.318606609	0.034734393	0.116115552	0.131096124	0.03388854	0.007423078	0.004943432	0.142557708	0.145479374	0.03777896	0.027376216
0.163507	0.017497432	0.000550561	0.030097965	0.026891068	0.050965891	0.000349771	0.002557286	0.028653065	0.790519342	0.00316642	0.048751226
0.162884	0.001290916	2.50585E-05	0.017839065	0.014838627	0.195133853	1.52369E-05	0.579090065	0.005998153	1.30153E-05	0.001686454	0.184069512
0.162744	0.023275235	0.001671553	0.087532448	0.066492392	0.198200636	0.000903422	0.240314508	0.055931681	0.059676506	0.007274977	0.258726683
0.161313	0.008869392	8.28257E-05	0.014955355	0.013260478	0.021663963	7.60652E-05	0.000491685	0.013590737	0.902638964	0.00107295	0.023297582
0.160663	0.017846485	0.000594689	0.030810606	0.027562023	0.052603188	0.000375116	0.002753055	0.029390122	0.784734605	0.003317112	0.050012975
0.160481	0.017834112	0.000593073	0.030784715	0.027537601	0.052543048	0.000374206	0.002745776	0.029363436	0.784945565	0.003311591	0.049966856
0.160338	0.010362454	0.025733787	0.00343362	0.003257534	6.89222E-06	0.952018434	1.38656E-06	0.003909478	2.86161E-06	0.001264536	8.79375E-06
0.15993	0.069282629	0.156011676	0.024867216	0.023161244	0.000198609	0.673835442	7.15556E-05	0.035146359	0.00016182	0.017067875	0.000195599
0.159726	0.003898403	8.53493E-06	0.006824811	0.006281684	0.008770969	1.12063E-05	7.37871E-05	0.005833417	0.9576199	0.00036128	0.01031596
0.157921	0.003296199	0.000193034	0.029461281	0.02003862	0.039600388	0.00011594	0.779262832	0.012856903	0.000124271	0.003208702	0.1118419
0.156603	0.014286331	0.000270263	0.024255504	0.021485352	0.038546003	0.000187088	0.001348244	0.022711269	0.836112842	0.002120906	0.038676176
0.156219	0.411291582	0.290273634	0.03717547	0.044887782	0.000165234	0.00712178	4.41564E-05	0.193934661	0.000206599	0.014746018	0.000153091
0.155429	0.017484756	0.000548898	0.030055373	0.026850854	0.050860226	0.000349146	0.002547982	0.02861197	0.790861713	0.003159311	0.048669782
0.15541	0.07161677	0.73774844	0.022182858	0.022569792	5.58217E-05	0.053443385	1.88922E-05	0.07894762	4.57026E-05	0.013320605	5.00938E-05
0.155356	0.04711222	0.268036745	0.014014932	0.013539798	5.034E-05	0.621885786	1.58643E-05	0.028362615	3.90951E-05	0.006893435	4.9165E-05
0.153453	0.048736695	0.114336938	0.016752385	0.015417862	7.97964E-05	0.772450464	2.43619E-05	0.022291456	5.47006E-05	0.0097708	8.45363E-05
0.153226	0.014069544	0.000256701	0.023815077	0.021085679	0.037631194	0.000179198	0.00128413	0.022260631	0.839453559	0.002055411	0.037908923
0.153147	0.113292902	0.126827352	0.102921991	0.084764005	0.002111711	0.438756933	0.00554518	0.102110963	0.000220411	0.019840942	0.003607641
0.152368	0.011983982	0.000164379	0.020028566	0.017702061	0.030326357	0.000127065	0.000865641	0.018484387	0.867233489	0.001578205	0.03150584
0.150356	0.059624263	0.801910653	0.017590601	0.017849309	5.66607E-05	0.035890105	2.01084E-05	0.057605966	4.43992E-05	0.009358806	4.91138E-05
0.150228	0.001513578	3.64558E-05	0.018656178	0.020470238	0.367970759	2.1662E-05	0.137337323	0.005742727	1.27013E-05	0.001526059	0.446712228
0.14869	0.302807003	0.027115937	0.122767472	0.136043905	0.026293605	0.004542423	0.003492985	0.133561523	0.119453249	0.100672639	0.023249253
0.148149	0.014640151	0.000290029	0.024618828	0.021817269	0.039125385	0.000199379	0.001415294	0.023048004	0.833458807	0.002177176	0.039209666
0.145472	0.017546211	0.042755779	0.005776574	0.005368238	1.63619E-05	0.919078581	4.27545E-06	0.006813045	9.0499E-06	0.002612548	1.92455E-05
0.145225	0.09496415	0.706555721	0.02059148	0.021531836	3.7819E-05	0.06176753	1.34338E-05	0.059024313	3.08856E-05	0.035442373	4.04212E-05
0.145082	0.002986077	0.000158031	0.025376951	0.02980522	0.816031977	8.38436E-05	0.033135574	0.008192914	5.93699E-05	0.004488825	0.079681112
0.143921	0.01090823	0.000126808	0.018106593	0.016002745	0.026796238	0.000103578	0.000689398	0.016588452	0.881033846	0.001356945	0.028287128
0.143801	0.269179573	0.513500747	0.0315911	0.038859357	0.000183807	0.016755475	6.45502E-05	0.113358933	0.000162305	0.016161213	0.000182951
0.14323	0.090840573	0.001713908	0.072222574	0.067646056	0.027147838	0.000321126	0.000728933	0.057329514	0.61005287	0.039944314	0.032052271
0.141646	0.017641186	0.037909607	0.005889931	0.005598843	1.67904E-05	0.923188746	3.75316E-06	0.007430763	7.87558E-06	0.002291732	2.06021E-05
0.141234	0.008730046	7.57512E-05	0.014389331	0.012761104	0.020471439	7.06567E-05	0.00044685	0.013011707	0.906820449	0.000999187	0.02222346
0.14066	0.04545242	0.101799912	0.015586676	0.014456349	8.01617E-05	0.793728517	2.45695E-05	0.020054217	5.43446E-05	0.008677061	8.57312E-05
0.139911	0.073182273	0.741342813	0.024605896	0.025343148	9.71251E-05	0.039592591	3.52841E-05	0.081087335	8.05755E-05	0.014547028	8.59168E-05
0.139849	0.007078476	4.49162E-05	0.012734277	0.011300639	0.018444212	4.33912E-05	0.000301882	0.011457896	0.917702393	0.000858923	0.020033023
0.139709	0.038336111	0.083519467	0.013059279	0.012196597	6.22941E-05	0.829800951	1.79987E-05	0.01617491	3.91557E-05	0.006724701	6.84737E-05
0.139599	0.016306026	0.000421411	0.027631892	0.024588063	0.045419284	0.000276715	0.001979431	0.026121451	0.810179397	0.002692321	0.044384019
0.139366	0.027767676	0.063463945	0.00933212	0.008719738	2.96926E-05	0.875115424	7.27212E-06	0.011308101	1.56953E-05	0.004205725	3.45536E-05
0.139298	0.011949488	0.000160707	0.01950171	0.017224656	0.029143546	0.000126004	0.000832281	0.017956807	0.87110022	0.001518255	0.030486331
0.13928	0.047641809	0.000421535	0.046263183	0.044463395	0.017062341	0.000137399	0.000317487	0.183204255	0.641064723	0.001834222	0.017589657
0.138347	0.003863418	9.10978E-06	0.006639064	0.00611872	0.008504357	1.22661E-05	7.87099E-05	0.005708434	0.958723983	0.0003562	0.009985713
0.135102	0.088440007	0.778257166	0.016581848	0.017252691	3.24983E-05	0.022984571	1.05429E-05	0.06779903	2.668E-05	0.008585172	2.97864E-05
0.134721	0.247888817	0.062507219	0.111457967	0.103602294	0.017790598	0.155335038	0.002016091	0.138794319	0.132112882	0.014824284	0.013670496
0.134474	0.021291254	0.047032466	0.007131637	0.006734437	2.46028E-05	0.906321128	6.30472E-06	0.008325838	1.32748E-05	0.003089813	2.91929E-05
0.133835	0.009621603	7.93653E-05	0.015466854	0.013668367	0.021767384	6.88417E-05	0.000446996	0.013940001	0.900178798	0.001031411	0.023730394
0.132796	0.013300876	0.000213528	0.021879342	0.019339546	0.033543775	0.000156469	0.00106254	0.020290524	0.853965942	0.001797635	0.034449819
0.130666	0.006649371	2.91683E-05	0.011205103	0.010002289	0.015179275	2.95043E-05	0.000199037	0.00988412	0.929051813	0.000661035	0.017109222
0.130396	0.001571079	3.18483E-05	0.016356098	0.010399599	0.01550825	2.15057E-05	0.887261241	0.006984232	2.43001E-05	0.001249462	0.060592392
0.130272	0.002908474	1.03673E-05	0.004650599	0.004315486	0.005924761	1.57305E-05	8.59993E-05	0.004039092	0.970831436	0.000265261	0.00695269
0.130137	0.033249588	0.322523208	0.008075365	0.007837688	1.42974E-05	0.608076289	3.89621E-06	0.017622025	9.43646E-06	0.002573196	1.49814E-05
0.130103	0.009919443	9.68403E-05	0.016177224	0.014297888	0.023311052	8.3521E-05	0.00054118	0.014698244	0.894669596	0.001147517	0.025057476
0.129344	0.015465343	0.000347903	0.025940492	0.023026085	0.041761216	0.000234659	0.001652742	0.024392697	0.823362671	0.00239911	0.041417073
0.129335	0.069930834	0.740567201	0.018166919	0.018537359	5.47811E-05	0.099442972	2.22122E-05	0.046853594	5.44983E-05	0.006315503	5.40692E-05
0.129265	0.082093819	0.684930546	0.024593297	0.024393669	7.36547E-05	0.096710013	2.61557E-05	0.074678421	6.56514E-05	0.012364664	7.00898E-05
0.127575	0.005796338	2.99894E-05	0.009763442	0.008759989	0.013247912	3.37618E-05	0.000206535	0.008605749	0.938008974	0.000601683	0.014945644
0.127143	0.015276062	0.000333096	0.025564126	0.022680411	0.040962889	0.00022613	0.001586901	0.024009406	0.82626395	0.00233723	0.040759815
0.126611	0.058321078	0.129789768	0.020474346	0.019025448	0.000137802	0.731662943	4.60758E-05	0.027507662	0.000102892	0.012792096	0.000139868
0.124304	0.06296432	0.755914949	0.016579826	0.016042337	3.10512E-05	0.091904084	1.03526E-05	0.049534346	2.49308E-05	0.006964911	2.8837E-05
0.123221	0.014930601	0.000307507	0.024881315	0.0220551	0.039529139	0.000211369	0.001473281	0.023315459	0.831498045	0.002227954	0.039570248
0.123019	0.113136631	0.06682311	0.166478898	0.138968285	0.027931299	0.141097718	0.127313341	0.141061422	0.001846729	0.024474114	0.050868498
0.122372	0.014854387	0.000302123	0.024731433	0.02191812	0.03921693	0.000208228	0.001449327	0.023163394	0.832641987	0.002204482	0.039309614
0.122005	0.02993255	0.358295816	0.007034669	0.00690113	1.17166E-05	0.579890778	3.17365E-06	0.015749578	7.56088E-06	0.002160782	1.21411E-05
0.12137	0.451256153	0.19622576	0.044190377	0.055136484	0.000531116	0.139932614	0.000167652	0.087586509	0.000375566	0.024129379	0.000468413
0.121345	0.007027144	3.94245E-05	0.032588049	0.018360782	0.057316093	3.01803E-05	0.002561501	0.017359824	0.759508229	0.000857466	0.104351273
0.121049	0.001709478	2.20825E-06	0.002568768	0.002600552	0.002866937	4.53626E-06	2.46301E-05	0.002145792	0.984313634	0.000111856	0.00365154
0.120647	0.014697965	0.00029131	0.024424564	0.021638049	0.038580561	0.000201959	0.001401318	0.022852359	0.834978362	0.002156951	0.038776609
0.120453	0.00154175	3.63307E-05	0.019462332	0.015722743	0.138442812	2.44884E-05	0.588834325	0.006829094	1.9515E-05	0.001277666	0.22780895
0.119719	0.014612891	0.000285583	0.024258181	0.021486396	0.038237105	0.000198625	0.00137587	0.022683906	0.836241953	0.002131506	0.038487965
0.119654	0.011258567	0.000129766	0.018269946	0.01612584	0.026792804	0.000104182	0.000686067	0.016707941	0.880179313	0.001349677	0.028395921
0.119369	0.002456627	3.48902E-06	0.004135341	0.003957713	0.005003315	5.84431E-06	3.57279E-05	0.003445576	0.974613922	0.000196887	0.006145518
0.11932	0.014576123	0.000283138	0.024186375	0.021420965	0.038089222	0.000197198	0.001365006	0.022611232	0.836786703	0.002120565	0.038363434
0.11854	0.014503908	0.000278396	0.024045506	0.021292697	0.037799705	0.000194441	0.001343923	0.022468738	0.837854127	0.002099273	0.0381193
0.118473	0.047504587	0.84799135	0.008583639	0.008006624	1.31324E-05	0.061127908	5.14904E-06	0.024327141	1.26361E-05	0.002415028	1.27458E-05
0.118232	0.030155017	0.072208569	0.010100824	0.009325244	3.24943E-05	0.860575027	8.32535E-06	0.012515703	1.81657E-05	0.005024051	3.65283E-05
0.11812	0.054442869	0.120463627	0.018986675	0.017647615	0.000120591	0.751567246	3.92502E-05	0.025059931	8.71756E-05	0.011461087	0.00012396
0.116977	0.146392852	0.692390155	0.019334764	0.020357044	4.62881E-05	0.041626082	1.54305E-05	0.071392103	4.34192E-05	0.008354511	4.7344E-05
0.116253	0.009573533	8.34564E-05	0.015848193	0.014004561	0.022798524	7.18623E-05	0.000479138	0.014357318	0.89711094	0.001093749	0.024578711
0.115188	0.002532309	9.09574E-05	0.024489994	0.022662387	0.093385862	5.56381E-05	0.37733114	0.009601981	3.94524E-05	0.002038129	0.467772143
0.114489	0.052727365	0.116339881	0.018338312	0.01705011	0.000113574	0.760280677	3.65183E-05	0.024015293	8.09009E-05	0.010899968	0.000117439
0.114082	0.000644921	9.77778E-06	0.007628652	0.009559665	0.950357893	6.87159E-06	0.005247222	0.002139175	4.88423E-06	0.001270311	0.023130444
0.113719	0.100348974	0.520057257	0.026520091	0.025110628	0.000109073	0.256887372	4.53001E-05	0.060801672	0.000115605	0.009884844	0.000119194
0.113007	0.004174	1.44737E-05	0.007303176	0.006615923	0.00975694	1.83719E-05	0.000114288	0.006331926	0.954024655	0.000423619	0.011222559
0.112955	0.010152542	9.77572E-05	0.016353088	0.01444281	0.023408784	8.334E-05	0.000537614	0.01483897	0.893708798	0.001145363	0.025230932
0.110762	0.035504179	0.514900554	0.009004714	0.008171371	1.74185E-05	0.408469069	6.61477E-06	0.021142725	1.68257E-05	0.002747573	1.8833E-05
0.10892	0.016885701	0.037331314	0.005659456	0.00540104	1.52801E-05	0.925986178	3.33001E-06	0.0064933	7.02528E-06	0.002198488	1.87605E-05
0.108654	0.072305335	0.829415868	0.010529373	0.011063184	1.61936E-05	0.0348188	4.72056E-06	0.037537791	1.14544E-05	0.004282069	1.51324E-05
0.108125	0.005756161	2.0841E-05	0.009426547	0.008478946	0.012314876	2.32315E-05	0.000148743	0.008214054	0.940879017	0.000523118	0.014214376
0.107178	0.039315524	0.905007858	0.007734998	0.008156028	9.77512E-06	0.005771456	2.58683E-06	0.030326549	5.89222E-06	0.003660568	8.55822E-06
0.10618	0.00380054	0.000228047	0.032514349	0.028920175	0.368431684	0.000146265	0.372672661	0.011393788	0.000110522	0.003127001	0.178654963
0.105752	0.086405727	0.585730872	0.021128607	0.019529765	5.99508E-05	0.232039214	2.44498E-05	0.048554554	6.24444E-05	0.006397637	6.67658E-05
0.105309	0.01079282	0.019433736	0.003457576	0.003235878	7.20559E-06	0.95418822	1.49834E-06	0.007865275	3.09049E-06	0.001005155	9.36261E-06
0.105152	0.01255514	8.1489E-05	0.062760632	0.036860309	0.11759975	4.62615E-05	0.018997716	0.037502753	0.520839357	0.001394103	0.191362498
0.104737	0.013147021	0.000201586	0.021442746	0.018940063	0.03259409	0.000149014	0.001001588	0.019853635	0.85729854	0.00173159	0.033640152
0.10437	0.00409589	1.32754E-05	0.007151126	0.006488466	0.009484341	1.70146E-05	0.000105825	0.006178355	0.955098842	0.000407316	0.010959478
0.103977	0.00937713	7.92701E-05	0.014872628	0.013147452	0.020822965	7.1344E-05	0.000447721	0.013425502	0.903998075	0.001001979	0.02275593
0.10224	0.001799782	2.40985E-06	0.002728397	0.002743819	0.003060607	4.85895E-06	2.63147E-05	0.002274752	0.983350289	0.000119623	0.003889097
0.101581	0.006916999	3.87804E-05	0.011132125	0.009922477	0.015008407	4.05116E-05	0.000249533	0.009865438	0.929233427	0.000680864	0.016911402
0.101323	0.021362975	0.241393379	0.004741613	0.004706793	5.64804E-06	0.716361747	1.30805E-06	0.010157106	3.2648E-06	0.001259873	6.21291E-06
0.101303	0.003286228	1.07478E-05	0.005138047	0.004751971	0.00643219	1.59794E-05	8.80659E-05	0.004451241	0.967937993	0.000281277	0.007606187
0.100608	0.045862451	0.099892012	0.015797125	0.014722595	8.86108E-05	0.794593104	2.71158E-05	0.02005224	5.93972E-05	0.008811393	9.39607E-05
0.099565	0.151619124	0.003891705	0.086882912	0.087609755	0.016074188	0.002459061	0.001626057	0.437569629	0.189024984	0.007836928	0.015405641
0.099522	0.011757281	0.000142782	0.018873489	0.016648917	0.027719732	0.000112802	0.000736827	0.01730424	0.876006756	0.001411633	0.029285554
0.098774	0.009633448	7.0857E-05	0.014248575	0.012382818	0.015500027	5.84471E-05	0.000305727	0.043718126	0.885298951	0.000792015	0.017990966
0.098729	0.016693228	0.598931885	0.003660464	0.003268737	4.44178E-06	0.367794102	1.61411E-06	0.008742549	3.99268E-06	0.000894413	4.4817E-06
0.098315	0.000588713	5.48037E-06	0.007858061	0.009866796	0.948016033	3.20692E-06	0.005637929	0.002193584	2.2149E-06	0.001318904	0.024508891
0.097837	0.012408596	0.000168244	0.020061136	0.01770415	0.029940916	0.000128786	0.000852	0.018480237	0.867412357	0.001555096	0.031288449
0.097799	0.007762341	4.84491E-05	0.012591871	0.011177327	0.017281267	4.7191E-05	0.000299838	0.011224822	0.919538844	0.000790861	0.019237177
0.097691	0.041380401	0.089285965	0.014177106	0.013246746	7.44185E-05	0.816474774	2.20073E-05	0.017643234	4.78709E-05	0.007567037	8.03886E-05
0.097207	0.032417562	0.068718549	0.011014488	0.010371373	4.9358E-05	0.858816762	1.34943E-05	0.013207993	2.8853E-05	0.005305917	5.56653E-05
0.096481	0.0437319	0.094816747	0.01502421	0.014018269	8.17671E-05	0.805061461	2.46154E-05	0.018888597	5.37385E-05	0.008211226	8.74451E-05
