Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
644	0.184783	118	0.025424	238	0.936975	0.795595	644	0.184783	0.345000	0.318698	
616	0.373377	101	0.019802	283	0.872792	0.576538	616	0.373377	0.479000	0.332056	
703	0.365576	112	0.044643	185	0.940541	0.576538	703	0.365576	0.436000	0.340051	
608	0.325658	93	0.053763	299	0.936455	0.576538	608	0.325658	0.483000	0.350261	
594	0.365320	85	0.011765	321	0.915888	0.576538	594	0.365320	0.512000	0.361043	
609	0.348112	63	0.047619	328	0.893293	0.576538	609	0.348112	0.508000	0.370227	
691	0.344428	79	0.063291	230	0.800000	0.576538	691	0.344428	0.427000	0.373566	
645	0.328682	91	0.043956	264	0.890152	0.576538	645	0.328682	0.451000	0.377868	
709	0.386460	110	0.036364	181	0.861878	0.576538	709	0.386460	0.434000	0.380822	
711	0.365682	113	0.061947	176	0.948864	0.576538	711	0.365682	0.434000	0.383481	
707	0.384724	97	0.030928	196	0.948980	0.576538	707	0.384724	0.461000	0.387172	
639	0.322379	101	0.059406	260	0.934615	0.576538	639	0.322379	0.455000	0.390255	
744	0.389785	114	0.035088	142	0.929577	0.576538	744	0.389785	0.426000	0.391809	
713	0.359046	130	0.046154	157	0.859873	0.576538	713	0.359046	0.397000	0.392025	
741	0.363023	115	0.017391	144	0.916667	0.576538	741	0.363023	0.403000	0.392464	
739	0.378890	92	0.000000	169	0.905325	0.576538	739	0.378890	0.433000	0.394023	
709	0.369535	88	0.022727	203	0.906404	0.576538	709	0.369535	0.448000	0.396022	
725	0.350345	84	0.047619	191	0.869110	0.576538	725	0.350345	0.424000	0.397022	
744	0.373656	88	0.045455	168	0.976190	0.576538	744	0.373656	0.446000	0.398710	
697	0.367288	101	0.019802	202	0.940594	0.576538	697	0.367288	0.448000	0.400353	
615	0.325203	115	0.017391	270	0.918519	0.576538	615	0.325203	0.450000	0.401955	
622	0.358521	118	0.000000	260	0.934615	0.576538	622	0.358521	0.466000	0.403956	
691	0.379161	94	0.021277	215	0.939535	0.576538	691	0.379161	0.466000	0.405836	
681	0.367107	96	0.020833	223	0.928251	0.576538	681	0.367107	0.459000	0.407400	
717	0.316597	113	0.035398	170	0.947059	0.576538	717	0.316597	0.392000	0.406960	
728	0.384615	120	0.008333	152	0.894737	0.576538	728	0.384615	0.417000	0.407239	
739	0.373478	120	0.025000	141	0.957447	0.576538	739	0.373478	0.414000	0.407421	
717	0.338912	124	0.032258	159	0.968553	0.576538	717	0.338912	0.401000	0.407252	
701	0.345221	122	0.000000	177	0.909605	0.576538	701	0.345221	0.403000	0.407143	
726	0.340220	121	0.000000	153	0.954248	0.576538	726	0.340220	0.393000	0.406790	
719	0.328234	96	0.000000	185	0.891892	0.576538	719	0.328234	0.401000	0.406649	
677	0.323486	126	0.015873	197	0.923858	0.576538	677	0.323486	0.403000	0.406562	
680	0.397059	121	0.016529	199	0.904523	0.576538	680	0.397059	0.452000	0.407618	
635	0.302362	132	0.037879	233	0.854077	0.576538	635	0.302362	0.396000	0.407354	
685	0.335766	96	0.031250	219	0.876712	0.576538	685	0.335766	0.425000	0.407746	
641	0.375975	104	0.000000	255	0.937255	0.576538	641	0.375975	0.480000	0.409317	
655	0.374046	127	0.015748	218	0.922018	0.576538	655	0.374046	0.448000	0.410140	
668	0.323353	112	0.008929	220	0.927273	0.576538	668	0.323353	0.421000	0.410366	
660	0.356061	97	0.020619	243	0.942387	0.576538	660	0.356061	0.466000	0.411502	
681	0.327460	113	0.035398	206	0.888350	0.576538	681	0.327460	0.410000	0.411472	
668	0.317365	123	0.024390	209	0.937799	0.576538	668	0.317365	0.411000	0.411463	
712	0.307584	121	0.041322	167	0.892216	0.576538	712	0.307584	0.373000	0.410723	
698	0.303725	116	0.043103	186	0.897849	0.576538	698	0.303725	0.384000	0.410219	
748	0.377005	84	0.023810	168	0.952381	0.576538	748	0.377005	0.444000	0.410844	
685	0.338686	91	0.043956	224	0.861607	0.576538	685	0.338686	0.429000	0.411174	
672	0.358631	89	0.022472	239	0.962343	0.576538	672	0.358631	0.473000	0.412278	
754	0.319629	101	0.059406	145	0.910345	0.576538	754	0.319629	0.379000	0.411695	
714	0.291317	122	0.016393	164	0.841463	0.576538	714	0.291317	0.348000	0.410596	
