Rate	71.43
Rev Jump	14.29
Prior Change	14.29
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Prior Change Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
720	0.261111	97	0.041237	183	0.967213	0.650893	720	0.261111	0.369000	0.401833	
725	0.315862	120	0.033333	155	0.948387	0.650893	725	0.315862	0.380000	0.401598	
672	0.269345	119	0.050420	209	0.875598	0.650893	672	0.269345	0.370000	0.401262	
669	0.301943	116	0.068966	215	0.953488	0.650893	669	0.301943	0.415000	0.401406	
706	0.284703	114	0.070175	180	0.966667	0.650893	706	0.284703	0.383000	0.401215	
747	0.278447	95	0.073684	158	0.981013	0.650893	747	0.278447	0.370000	0.400893	
766	0.300261	94	0.042553	140	0.985714	0.650893	766	0.300261	0.372000	0.400598	
744	0.294355	119	0.016807	137	0.978102	0.650893	744	0.294355	0.355000	0.400137	
716	0.265363	112	0.053571	172	0.994186	0.650893	716	0.265363	0.367000	0.399806	
654	0.247706	108	0.074074	238	0.995798	0.650893	654	0.247706	0.407000	0.399877	
720	0.280556	94	0.074468	186	0.973118	0.650893	720	0.280556	0.390000	0.399780	
757	0.276090	94	0.021277	149	0.959732	0.650893	757	0.276090	0.354000	0.399336	
743	0.286676	94	0.021277	163	0.957055	0.650893	743	0.286676	0.371000	0.399063	
704	0.241477	101	0.049505	195	0.958974	0.650893	704	0.241477	0.362000	0.398710	
699	0.240343	128	0.015625	173	0.930636	0.650893	699	0.240343	0.331000	0.398072	
721	0.289875	102	0.039216	177	0.915254	0.650893	721	0.289875	0.375000	0.397856	
765	0.287582	96	0.031250	139	0.935252	0.650893	765	0.287582	0.353000	0.397441	
707	0.311174	116	0.034483	177	0.920904	0.650893	707	0.311174	0.387000	0.397345	
685	0.239416	118	0.025424	197	0.959391	0.650893	685	0.239416	0.356000	0.396969	
690	0.252174	70	0.057143	240	0.937500	0.650893	690	0.252174	0.403000	0.397023	
716	0.247207	93	0.043011	191	0.937173	0.650893	716	0.247207	0.360000	0.396693	
749	0.265688	101	0.039604	150	0.933333	0.650893	749	0.265688	0.343000	0.396218	
752	0.279255	95	0.010526	153	0.928105	0.650893	752	0.279255	0.353000	0.395839	
725	0.267586	109	0.018349	166	0.951807	0.650893	725	0.267586	0.354000	0.395475	
664	0.301205	113	0.035398	223	0.937220	0.650893	664	0.301205	0.413000	0.395626	
717	0.309623	137	0.029197	146	0.883562	0.650893	717	0.309623	0.355000	0.395279	
679	0.316642	94	0.053191	227	0.925110	0.650893	679	0.316642	0.430000	0.395573	
723	0.286307	121	0.074380	156	0.929487	0.650893	723	0.286307	0.361000	0.395282	
728	0.288462	105	0.038095	167	0.952096	0.650893	728	0.288462	0.373000	0.395097	
758	0.319261	109	0.082569	133	0.969925	0.650893	758	0.319261	0.380000	0.394972	
766	0.322454	99	0.060606	135	0.948148	0.650893	766	0.322454	0.381000	0.394857	
722	0.307479	125	0.032000	153	0.960784	0.650893	722	0.307479	0.373000	0.394680	
673	0.319465	111	0.018018	216	0.981481	0.650893	673	0.319465	0.429000	0.394956	
755	0.266225	116	0.068966	129	0.976744	0.650893	755	0.266225	0.335000	0.394477	
689	0.256894	111	0.036036	200	0.910000	0.650893	689	0.256894	0.363000	0.394227	
692	0.273121	123	0.032520	185	0.940541	0.650893	692	0.273121	0.367000	0.394013	
747	0.273092	101	0.029703	152	0.973684	0.650893	747	0.273092	0.355000	0.393708	
734	0.277929	102	0.019608	164	0.951220	0.650893	734	0.277929	0.362000	0.393462	
717	0.285914	93	0.021505	190	0.952632	0.650893	717	0.285914	0.388000	0.393420	
724	0.308011	123	0.073171	153	0.954248	0.650893	724	0.308011	0.378000	0.393302	
757	0.282695	106	0.066038	137	0.978102	0.650893	757	0.282695	0.355000	0.393012	
717	0.302650	95	0.042105	188	0.973404	0.650893	717	0.302650	0.404000	0.393095	
686	0.311953	122	0.032787	192	0.947917	0.650893	686	0.311953	0.400000	0.393146	
726	0.326446	102	0.078431	172	0.965116	0.650893	726	0.326446	0.411000	0.393279	
739	0.297700	102	0.029412	159	0.949686	0.650893	739	0.297700	0.374000	0.393137	
735	0.274830	107	0.037383	158	0.981013	0.650893	735	0.274830	0.361000	0.392902	
742	0.287062	99	0.040404	159	0.955975	0.650893	742	0.287062	0.369000	0.392729	
753	0.281541	91	0.032967	156	0.948718	0.650893	753	0.281541	0.363000	0.392515	
722	0.278393	108	0.018519	170	0.988235	0.650893	722	0.278393	0.371000	0.392361	
743	0.294751	117	0.025641	140	0.971429	0.650893	743	0.294751	0.358000	0.392118	
747	0.309237	99	0.040404	154	0.974026	0.650893	747	0.309237	0.385000	0.392068	
745	0.296644	96	0.052083	159	0.987421	0.650893	745	0.296644	0.383000	0.392004	
738	0.271003	116	0.043103	146	0.965753	0.650893	738	0.271003	0.346000	0.391685	
745	0.350336	120	0.025000	135	0.955556	0.650893	745	0.350336	0.393000	0.391694	
728	0.340659	88	0.022727	184	0.880435	0.650893	728	0.340659	0.412000	0.391833	
744	0.342742	104	0.028846	152	0.960526	0.650893	744	0.342742	0.404000	0.391916	
701	0.302425	110	0.063636	189	0.989418	0.650893	701	0.302425	0.406000	0.392011	
751	0.296937	108	0.046296	141	0.964539	0.650893	751	0.296937	0.364000	0.391823	
734	0.326975	119	0.016807	147	0.986395	0.650893	734	0.326975	0.387000	0.391791	
738	0.322493	100	0.040000	162	0.987654	0.650893	738	0.322493	0.402000	0.391858	
743	0.329744	104	0.076923	153	0.986928	0.650893	743	0.329744	0.404000	0.391938	
741	0.296896	115	0.034783	144	0.972222	0.650893	741	0.296896	0.364000	0.391756	
713	0.293128	103	0.058252	184	0.956522	0.650893	713	0.293128	0.391000	0.391751	
757	0.348745	89	0.011236	154	0.987013	0.650893	757	0.348745	0.417000	0.391914	
763	0.322412	101	0.019802	136	0.970588	0.650893	763	0.322412	0.380000	0.391837	
716	0.315642	126	0.023810	158	0.962025	0.650893	716	0.315642	0.381000	0.391768	
722	0.322715	94	0.063830	184	1.000000	0.650893	722	0.322715	0.423000	0.391966	
694	0.384726	86	0.034884	220	0.986364	0.650893	694	0.384726	0.487000	0.392564	
688	0.308140	94	0.053191	218	0.977064	0.650893	688	0.308140	0.430000	0.392798	
688	0.316860	121	0.024793	191	0.984293	0.650893	688	0.316860	0.409000	0.392898	
709	0.300423	105	0.047619	186	0.983871	0.650893	709	0.300423	0.401000	0.392948	
693	0.327561	100	0.020000	207	0.975845	0.650893	693	0.327561	0.431000	0.393182	
738	0.291328	96	0.031250	166	0.987952	0.650893	738	0.291328	0.382000	0.393113	
735	0.357823	103	0.038835	162	0.969136	0.650893	735	0.357823	0.424000	0.393301	
701	0.366619	114	0.026316	185	0.994595	0.650893	701	0.366619	0.444000	0.393606	
755	0.356291	86	0.093023	159	1.000000	0.650893	755	0.356291	0.436000	0.393860	
767	0.338983	72	0.194444	161	0.981366	0.650893	767	0.338983	0.432000	0.394087	
721	0.355062	104	0.086538	175	0.971429	0.650893	721	0.355062	0.435000	0.394329	
691	0.395080	98	0.071429	211	0.971564	0.650893	691	0.395080	0.485000	0.394862	
475	0.395789	91	0.120879	434	0.953917	0.650893	475	0.395789	0.613000	0.396138	
641	0.382215	80	0.087500	279	0.913978	0.650893	641	0.382215	0.507000	0.396783	
742	0.384097	68	0.073529	190	0.931579	0.650893	742	0.384097	0.467000	0.397188	
704	0.360795	107	0.140187	189	0.984127	0.650893	704	0.360795	0.455000	0.397521	
673	0.371471	86	0.081395	241	0.962656	0.650893	673	0.371471	0.489000	0.398043	
635	0.359055	89	0.011236	276	0.974638	0.650893	635	0.359055	0.498000	0.398611	
582	0.353952	81	0.074074	337	0.982196	0.650893	582	0.353952	0.543000	0.399427	
679	0.329897	132	0.045455	189	0.915344	0.650893	679	0.329897	0.403000	0.399447	
726	0.322314	120	0.025000	154	0.915584	0.650893	726	0.322314	0.378000	0.399327	
759	0.342556	103	0.048544	138	0.862319	0.650893	759	0.342556	0.384000	0.399242	
731	0.307798	110	0.045455	159	0.830189	0.650893	731	0.307798	0.362000	0.399036	
734	0.320163	114	0.052632	152	0.815789	0.650893	734	0.320163	0.365000	0.398849	
731	0.347469	109	0.064220	160	0.906250	0.650893	731	0.347469	0.406000	0.398889	
747	0.336011	117	0.034188	136	0.911765	0.650893	747	0.336011	0.379000	0.398780	
740	0.275676	97	0.103093	163	0.840491	0.650893	740	0.275676	0.351000	0.398522	
732	0.325137	105	0.076190	163	0.963190	0.650893	732	0.325137	0.403000	0.398546	
738	0.319783	98	0.040816	164	0.951220	0.650893	738	0.319783	0.396000	0.398533	
727	0.334250	101	0.039604	172	0.959302	0.650893	727	0.334250	0.412000	0.398604	
753	0.350598	85	0.011765	162	0.950617	0.650893	753	0.350598	0.419000	0.398712	
750	0.322667	97	0.041237	153	0.921569	0.650893	750	0.322667	0.387000	0.398651	
741	0.341430	80	0.075000	179	0.888268	0.650893	741	0.341430	0.418000	0.398752	
719	0.314325	77	0.155844	204	0.960784	0.650893	719	0.314325	0.434000	0.398935	
741	0.298246	89	0.067416	170	0.941176	0.650893	741	0.298246	0.387000	0.398874	
710	0.314085	131	0.091603	159	0.949686	0.650893	710	0.314085	0.386000	0.398807	
703	0.305832	92	0.076087	205	0.824390	0.650893	703	0.305832	0.391000	0.398767	
690	0.346377	79	0.151899	231	0.857143	0.650893	690	0.346377	0.449000	0.399023	
735	0.342857	62	0.112903	203	0.940887	0.650893	735	0.342857	0.450000	0.399282	
770	0.342857	74	0.094595	156	0.955128	0.650893	770	0.342857	0.420000	0.399387	
769	0.327698	69	0.043478	162	0.932099	0.650893	769	0.327698	0.406000	0.399420	
766	0.351175	72	0.097222	162	0.938272	0.650893	766	0.351175	0.428000	0.399563	
746	0.333780	85	0.094118	169	0.923077	0.650893	746	0.333780	0.413000	0.399630	
688	0.305233	69	0.057971	243	0.913580	0.650893	688	0.305233	0.436000	0.399810	
718	0.339833	92	0.021739	190	0.836842	0.650893	718	0.339833	0.405000	0.399835	
760	0.359211	90	0.055556	150	0.880000	0.650893	760	0.359211	0.410000	0.399885	
759	0.339921	70	0.057143	171	0.918129	0.650893	759	0.339921	0.419000	0.399979	
700	0.284286	108	0.037037	192	0.942708	0.650893	700	0.284286	0.384000	0.399901	
742	0.311321	106	0.028302	152	0.953947	0.650893	742	0.311321	0.379000	0.399800	
739	0.315291	113	0.097345	148	0.885135	0.650893	739	0.315291	0.375000	0.399681	
733	0.343793	113	0.079646	154	0.902597	0.650893	733	0.343793	0.400000	0.399682	
732	0.318306	128	0.093750	140	0.935714	0.650893	732	0.318306	0.376000	0.399570	
705	0.331915	117	0.000000	178	0.853933	0.650893	705	0.331915	0.386000	0.399505	
689	0.320755	121	0.033058	190	0.873684	0.650893	689	0.320755	0.391000	0.399465	
715	0.325874	114	0.043860	171	0.859649	0.650893	715	0.325874	0.385000	0.399397	
732	0.285519	97	0.041237	171	0.935673	0.650893	732	0.285519	0.373000	0.399274	
763	0.336828	81	0.086420	156	0.871795	0.650893	763	0.336828	0.400000	0.399277	
694	0.353026	77	0.116883	229	0.825328	0.650893	694	0.353026	0.443000	0.399480	
750	0.317333	92	0.076087	158	0.930380	0.650893	750	0.317333	0.392000	0.399445	
651	0.333333	76	0.118421	273	0.875458	0.650893	651	0.333333	0.465000	0.399746	
695	0.343885	57	0.105263	248	0.923387	0.650893	695	0.343885	0.474000	0.400085	
752	0.367021	100	0.070000	148	0.966216	0.650893	752	0.367021	0.426000	0.400203	
676	0.347633	85	0.105882	239	0.878661	0.650893	676	0.347633	0.454000	0.400446	
728	0.303571	103	0.067961	169	0.928994	0.650893	728	0.303571	0.385000	0.400377	
774	0.360465	77	0.064935	149	0.912752	0.650893	774	0.360465	0.420000	0.400465	
732	0.356557	104	0.038462	164	0.951220	0.650893	732	0.356557	0.421000	0.400556	
733	0.308322	84	0.059524	183	0.874317	0.650893	733	0.308322	0.391000	0.400514	
724	0.321823	99	0.030303	177	0.909605	0.650893	724	0.321823	0.397000	0.400498	
695	0.313669	131	0.007634	174	0.896552	0.650893	695	0.313669	0.375000	0.400386	
711	0.320675	98	0.051020	191	0.884817	0.650893	711	0.320675	0.402000	0.400393	
752	0.289894	91	0.021978	157	0.796178	0.650893	752	0.289894	0.345000	0.400151	
766	0.310705	87	0.057471	147	0.802721	0.650893	766	0.310705	0.361000	0.399981	
745	0.338255	92	0.032609	163	0.840491	0.650893	745	0.338255	0.392000	0.399946	
757	0.281374	90	0.066667	153	0.862745	0.650893	757	0.281374	0.351000	0.399735	
781	0.317542	85	0.047059	134	0.858209	0.650893	781	0.317542	0.367000	0.399595	
685	0.312409	79	0.063291	236	0.860169	0.650893	685	0.312409	0.422000	0.399691	
637	0.274725	96	0.031250	267	0.820225	0.650893	637	0.274725	0.397000	0.399679	
635	0.280315	91	0.043956	274	0.854015	0.650893	635	0.280315	0.416000	0.399748	
658	0.316109	113	0.035398	229	0.803493	0.650893	658	0.316109	0.396000	0.399732	
709	0.327221	107	0.065421	184	0.826087	0.650893	709	0.327221	0.391000	0.399696	
730	0.323288	112	0.035714	158	0.867089	0.650893	730	0.323288	0.377000	0.399601	
729	0.320988	105	0.066667	166	0.951807	0.650893	729	0.320988	0.399000	0.399598	
747	0.287818	84	0.059524	169	0.940828	0.650893	747	0.287818	0.379000	0.399513	
743	0.308210	96	0.020833	161	0.968944	0.650893	743	0.308210	0.387000	0.399461	
766	0.305483	102	0.029412	132	0.984848	0.650893	766	0.305483	0.367000	0.399328	
757	0.307794	98	0.010204	145	0.979310	0.650893	757	0.307794	0.376000	0.399232	
744	0.321237	85	0.094118	171	0.988304	0.650893	744	0.321237	0.416000	0.399300	
739	0.347767	87	0.022989	174	0.982759	0.650893	739	0.347767	0.430000	0.399425	
741	0.318489	101	0.039604	158	0.955696	0.650893	741	0.318489	0.391000	0.399391	
727	0.319120	107	0.046729	166	0.891566	0.650893	727	0.319120	0.385000	0.399333	
728	0.339286	94	0.063830	178	0.926966	0.650893	728	0.339286	0.418000	0.399408	
759	0.351779	99	0.040404	142	0.880282	0.650893	759	0.351779	0.396000	0.399394	
725	0.326897	110	0.072727	165	0.903030	0.650893	725	0.326897	0.394000	0.399373	
644	0.281056	98	0.030612	258	0.841085	0.650893	644	0.281056	0.401000	0.399379	
675	0.311111	80	0.050000	245	0.893878	0.650893	675	0.311111	0.433000	0.399512	
711	0.322082	92	0.086957	197	0.847716	0.650893	711	0.322082	0.404000	0.399530	
710	0.300000	104	0.038462	186	0.887097	0.650893	710	0.300000	0.382000	0.399461	
752	0.307181	104	0.019231	144	0.826389	0.650893	752	0.307181	0.352000	0.399276	
763	0.315858	103	0.019417	134	0.910448	0.650893	763	0.315858	0.365000	0.399142	
752	0.275266	100	0.040000	148	0.925676	0.650893	752	0.275266	0.348000	0.398944	
695	0.336691	106	0.028302	199	0.934673	0.650893	695	0.336691	0.423000	0.399037	
727	0.259972	88	0.056818	185	0.881081	0.650893	727	0.259972	0.357000	0.398875	
729	0.283951	106	0.018868	165	0.884848	0.650893	729	0.283951	0.355000	0.398707	
710	0.300000	97	0.061856	193	0.839378	0.650893	710	0.300000	0.381000	0.398640	
755	0.298013	87	0.022989	158	0.898734	0.650893	755	0.298013	0.369000	0.398527	
717	0.280335	125	0.080000	158	0.867089	0.650893	717	0.280335	0.348000	0.398336	
699	0.306152	127	0.031496	174	0.844828	0.650893	699	0.306152	0.365000	0.398210	
739	0.316644	87	0.080460	174	0.867816	0.650893	739	0.316644	0.392000	0.398186	
711	0.277075	105	0.019048	184	0.869565	0.650893	711	0.277075	0.359000	0.398040	
711	0.306610	95	0.052632	194	0.891753	0.650893	711	0.306610	0.396000	0.398032	
741	0.282051	120	0.058333	139	0.942446	0.650893	741	0.282051	0.347000	0.397842	
689	0.307692	99	0.080808	212	0.830189	0.650893	689	0.307692	0.396000	0.397836	
711	0.260197	101	0.089109	188	0.829787	0.650893	711	0.260197	0.350000	0.397659	
695	0.320863	86	0.023256	219	0.872146	0.650893	695	0.320863	0.416000	0.397726	
723	0.313970	112	0.089286	165	0.836364	0.650893	723	0.313970	0.375000	0.397643	
755	0.291391	99	0.090909	146	0.780822	0.650893	755	0.291391	0.343000	0.397444	
757	0.301189	98	0.030612	145	0.744828	0.650893	757	0.301189	0.339000	0.397231	
760	0.318421	89	0.056180	151	0.874172	0.650893	760	0.318421	0.379000	0.397165	
746	0.280161	99	0.040404	155	0.890323	0.650893	746	0.280161	0.351000	0.396999	
740	0.291892	108	0.046296	152	0.802632	0.650893	740	0.291892	0.343000	0.396804	
735	0.308844	116	0.025862	149	0.912752	0.650893	735	0.308844	0.366000	0.396694	
766	0.317232	92	0.054348	142	0.823944	0.650893	766	0.317232	0.365000	0.396581	
756	0.304233	97	0.010309	147	0.863946	0.650893	756	0.304233	0.358000	0.396443	
707	0.304102	88	0.079545	205	0.848780	0.650893	707	0.304102	0.396000	0.396442	
690	0.314493	90	0.088889	220	0.863636	0.650893	690	0.314493	0.415000	0.396507	
719	0.336579	84	0.119048	197	0.873096	0.650893	719	0.336579	0.424000	0.396604	
690	0.318841	94	0.053191	216	0.884259	0.650893	690	0.318841	0.416000	0.396672	
679	0.241532	60	0.083333	261	0.823755	0.650893	679	0.241532	0.384000	0.396628	
720	0.308333	74	0.121622	206	0.839806	0.650893	720	0.308333	0.404000	0.396654	
706	0.283286	109	0.073394	185	0.805405	0.650893	706	0.283286	0.357000	0.396516	
547	0.248629	61	0.065574	392	0.908163	0.650893	547	0.248629	0.496000	0.396860	
728	0.322802	89	0.089888	183	0.901639	0.650893	728	0.322802	0.408000	0.396899	
742	0.326146	106	0.047170	152	0.894737	0.650893	742	0.326146	0.383000	0.396851	
714	0.340336	104	0.048077	182	0.884615	0.650893	714	0.340336	0.409000	0.396892	
716	0.248603	97	0.041237	187	0.909091	0.650893	716	0.248603	0.352000	0.396739	
788	0.295685	74	0.054054	138	0.847826	0.650893	788	0.295685	0.354000	0.396594	
738	0.284553	81	0.111111	181	0.889503	0.650893	738	0.284553	0.380000	0.396538	
673	0.315007	105	0.085714	222	0.860360	0.650893	673	0.315007	0.412000	0.396590	
727	0.291609	99	0.060606	174	0.942529	0.650893	727	0.291609	0.382000	0.396541	
740	0.337838	77	0.103896	183	0.852459	0.650893	740	0.337838	0.414000	0.396599	
710	0.329577	105	0.095238	185	0.918919	0.650893	710	0.329577	0.414000	0.396658	
720	0.291667	126	0.047619	154	0.837662	0.650893	720	0.291667	0.345000	0.396485	
754	0.335544	107	0.065421	139	0.805755	0.650893	754	0.335544	0.372000	0.396404	
737	0.317503	105	0.057143	158	0.930380	0.650893	737	0.317503	0.387000	0.396373	
745	0.306040	96	0.062500	159	0.836478	0.650893	745	0.306040	0.367000	0.396276	
729	0.316872	102	0.088235	169	0.899408	0.650893	729	0.316872	0.392000	0.396262	
740	0.305405	104	0.057692	156	0.878205	0.650893	740	0.305405	0.369000	0.396172	
770	0.302597	102	0.049020	128	0.851562	0.650893	770	0.302597	0.347000	0.396012	
767	0.332464	85	0.047059	148	0.912162	0.650893	767	0.332464	0.394000	0.396005	
735	0.341497	100	0.050000	165	0.933333	0.650893	735	0.341497	0.410000	0.396051	
739	0.320704	104	0.067308	157	0.929936	0.650893	739	0.320704	0.390000	0.396031	
733	0.311050	103	0.067961	164	0.792683	0.650893	733	0.311050	0.365000	0.395931	
753	0.313413	108	0.074074	139	0.892086	0.650893	753	0.313413	0.368000	0.395841	
739	0.349120	93	0.075269	168	0.851190	0.650893	739	0.349120	0.408000	0.395880	
746	0.313673	88	0.045455	166	0.891566	0.650893	746	0.313673	0.386000	0.395849	
729	0.312757	111	0.036036	160	0.843750	0.650893	729	0.312757	0.367000	0.395757	
740	0.327027	97	0.030928	163	0.895706	0.650893	740	0.327027	0.391000	0.395742	
740	0.313514	97	0.000000	163	0.840491	0.650893	740	0.313514	0.369000	0.395657	
765	0.295425	93	0.043011	142	0.901408	0.650893	765	0.295425	0.358000	0.395538	
739	0.328823	113	0.061947	148	0.804054	0.650893	739	0.328823	0.369000	0.395455	
730	0.283562	106	0.047170	164	0.871951	0.650893	730	0.283562	0.355000	0.395328	
716	0.317039	121	0.008264	163	0.815951	0.650893	716	0.317039	0.361000	0.395221	
789	0.332066	84	0.095238	127	0.929134	0.650893	789	0.332066	0.388000	0.395198	
754	0.311671	97	0.030928	149	0.939597	0.650893	754	0.311671	0.378000	0.395145	
